Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Leq-ABas_020_Ex1-4H-cssl-1-2.clmp.fp2_r2_screen	8470.0	2699.0	2738.0	377.0	335.0	39.0	25.0	90.0	0.0	0.0	21238.0	180526.0
Leq-ABas_021_Ex1-5E5E-cssl-1and2-2.clmp.fp2_r1_screen	20165.0	13818.0	25899.0	1310.0	1547.0	311.0	167.0	186.0	4.0	0.0	118666.0	928127.0
Leq-ABas_021_Ex1-5E5E-cssl-1and2-2.clmp.fp2_r2_screen	20213.0	13874.0	25913.0	1401.0	1587.0	322.0	144.0	185.0	3.0	0.0	118098.0	928460.0
Leq-ABas_022_Ex1-6A-cssl-2-2.clmp.fp2_r1_screen	25513.0	26857.0	6705.0	1866.0	2921.0	716.0	306.0	188.0	5.0	0.0	207280.0	1727325.0
Leq-ABas_022_Ex1-6A-cssl-2-2.clmp.fp2_r2_screen	25417.0	26928.0	6657.0	1818.0	2985.0	633.0	298.0	188.0	3.0	0.0	205231.0	1729524.0
Leq-ABas_023_Ex1-6F6F-cssl-1and2-2.clmp.fp2_r1_screen	22545.0	29489.0	30315.0	2308.0	3880.0	694.0	324.0	366.0	14.0	0.0	248468.0	1954300.0
Leq-ABas_023_Ex1-6F6F-cssl-1and2-2.clmp.fp2_r2_screen	22309.0	29585.0	30312.0	2230.0	3638.0	707.0	318.0	359.0	12.0	0.0	248704.0	1954529.0
Leq-ABas_025_Ex1-1C1C-cssl-1and2-2.clmp.fp2_r1_screen	21687.0	18599.0	8068.0	1848.0	1884.0	434.0	216.0	267.0	9.0	0.0	160357.0	1128572.0
Leq-ABas_025_Ex1-1C1C-cssl-1and2-2.clmp.fp2_r2_screen	21727.0	18647.0	7946.0	1763.0	1873.0	422.0	216.0	243.0	5.0	0.0	159185.0	1129914.0
Leq-ABas_026_Ex1-1F-cssl-1-2.clmp.fp2_r1_screen	38637.0	41804.0	23214.0	3822.0	5078.0	1099.0	444.0	471.0	10.0	0.0	321453.0	2827678.0
Leq-ABas_026_Ex1-1F-cssl-1-2.clmp.fp2_r2_screen	38633.0	42344.0	23208.0	3777.0	5015.0	1050.0	427.0	497.0	26.0	0.0	318771.0	2829962.0
Leq-ABas_027_Ex1-2A2A-cssl-1and2-2.clmp.fp2_r1_screen	45029.0	31325.0	10435.0	2036.0	2795.0	778.0	372.0	202.0	8.0	0.0	239473.0	2150392.0
Leq-ABas_027_Ex1-2A2A-cssl-1and2-2.clmp.fp2_r2_screen	44969.0	31110.0	10411.0	2097.0	2682.0	802.0	353.0	227.0	13.0	0.0	237058.0	2153123.0
Leq-ABas_028_Ex1-2E-cssl-1-2.clmp.fp2_r1_screen	17930.0	55125.0	10043.0	5659.0	5340.0	1524.0	592.0	386.0	12.0	0.0	421683.0	3779329.0
Leq-ABas_028_Ex1-2E-cssl-1-2.clmp.fp2_r2_screen	17830.0	55235.0	9977.0	5438.0	5300.0	1410.0	613.0	365.0	9.0	0.0	420398.0	3781048.0
Leq-ABas_029_Ex1-3B-cssl-1-2.clmp.fp2_r1_screen	51983.0	24886.0	36968.0	1929.0	2194.0	640.0	281.0	388.0	2.0	0.0	252274.0	1596382.0
Leq-ABas_029_Ex1-3B-cssl-1-2.clmp.fp2_r2_screen	51611.0	24986.0	36911.0	1943.0	2157.0	611.0	266.0	393.0	5.0	0.0	248923.0	1600121.0
Leq-ABas_030_Ex1-3G3G-cssl-1and2-2.clmp.fp2_r1_screen	23195.0	7788.0	10769.0	4081.0	832.0	146.0	75.0	154.0	0.0	0.0	68064.0	521528.0
Leq-ABas_030_Ex1-3G3G-cssl-1and2-2.clmp.fp2_r2_screen	23114.0	8012.0	10737.0	4070.0	890.0	152.0	63.0	157.0	1.0	0.0	67780.0	521656.0
Leq-ABas_031_Ex1-4D4D-cssl-1and2-2.clmp.fp2_r1_screen	20950.0	13112.0	8482.0	2292.0	1497.0	305.0	148.0	96.0	1.0	0.0	110773.0	828921.0
Leq-ABas_031_Ex1-4D4D-cssl-1and2-2.clmp.fp2_r2_screen	20890.0	13240.0	8437.0	2251.0	1396.0	295.0	118.0	75.0	3.0	0.0	110359.0	829513.0
Leq-ABas_032_Ex1-5A5A-cssl-1and2-2.clmp.fp2_r1_screen	37385.0	12098.0	7528.0	1775.0	1348.0	231.0	103.0	180.0	1.0	0.0	104510.0	731466.0
Leq-ABas_032_Ex1-5A5A-cssl-1and2-2.clmp.fp2_r2_screen	37287.0	12187.0	7475.0	1727.0	1204.0	236.0	108.0	171.0	4.0	0.0	102787.0	733439.0
Leq-ABas_033_Ex1-5F-cssl-1-2.clmp.fp2_r1_screen	23060.0	24541.0	127975.0	2224.0	3482.0	688.0	274.0	251.0	12.0	0.0	237342.0	1878174.0
Leq-ABas_033_Ex1-5F-cssl-1-2.clmp.fp2_r2_screen	23223.0	24505.0	128442.0	2143.0	3408.0	661.0	263.0	240.0	4.0	0.0	235352.0	1879782.0
Leq-ABas_034_Ex1-6B6B-cssl-1and2-2.clmp.fp2_r1_screen	18595.0	18083.0	8628.0	1648.0	2347.0	442.0	207.0	127.0	4.0	0.0	141480.0	1207711.0
Leq-ABas_034_Ex1-6B6B-cssl-1and2-2.clmp.fp2_r2_screen	18346.0	18385.0	8585.0	1535.0	2223.0	401.0	169.0	115.0	7.0	0.0	140675.0	1208831.0
Leq-ABas_035_Ex1-6G6G-cssl-1and2-2.clmp.fp2_r1_screen	24892.0	21209.0	16234.0	1871.0	2390.0	504.0	171.0	248.0	2.0	0.0	170030.0	1352478.0
Leq-ABas_035_Ex1-6G6G-cssl-1and2-2.clmp.fp2_r2_screen	24903.0	21377.0	16130.0	1802.0	2284.0	467.0	195.0	251.0	2.0	0.0	170458.0	1352160.0
Leq-ABas_036_Ex1-7B7B-cssl-1and2-2.clmp.fp2_r1_screen	19561.0	5356.0	5851.0	1091.0	316.0	57.0	42.0	136.0	0.0	0.0	34926.0	383371.0
Leq-ABas_036_Ex1-7B7B-cssl-1and2-2.clmp.fp2_r2_screen	19451.0	5282.0	5838.0	1103.0	312.0	69.0	35.0	138.0	1.0	0.0	37316.0	381162.0
Leq-ABas_039_Ex1-2B-cssl-1-2.clmp.fp2_r1_screen	66395.0	24780.0	11842.0	2405.0	3116.0	672.0	306.0	209.0	6.0	0.0	236991.0	1491673.0
Leq-ABas_039_Ex1-2B-cssl-1-2.clmp.fp2_r2_screen	66477.0	24904.0	11903.0	2498.0	3041.0	654.0	248.0	198.0	7.0	0.0	233115.0	1495350.0
Leq-ABas_040_Ex1-2F2F-cssl-1and2-2.clmp.fp2_r1_screen	13437.0	22378.0	17916.0	1738.0	2902.0	586.0	239.0	250.0	4.0	0.0	179755.0	1510643.0
Leq-ABas_040_Ex1-2F2F-cssl-1and2-2.clmp.fp2_r2_screen	13458.0	23016.0	17821.0	1697.0	2745.0	564.0	260.0	269.0	7.0	0.0	178668.0	1511343.0
Leq-ABas_042_Ex1-3H-cssl-1-2.clmp.fp2_r1_screen	33445.0	54913.0	18893.0	4632.0	5936.0	1513.0	579.0	440.0	15.0	0.0	409551.0	4034393.0
Leq-ABas_042_Ex1-3H-cssl-1-2.clmp.fp2_r2_screen	33325.0	55247.0	18795.0	4662.0	5789.0	1343.0	632.0	440.0	9.0	0.0	406480.0	4037588.0
Leq-ABas_043_Ex1-4E4E-cssl-1and2-2.clmp.fp2_r1_screen	12478.0	9579.0	3784.0	6281.0	1255.0	216.0	96.0	79.0	2.0	0.0	81245.0	658450.0
Leq-ABas_043_Ex1-4E4E-cssl-1and2-2.clmp.fp2_r2_screen	12494.0	9771.0	3699.0	6265.0	1125.0	219.0	98.0	66.0	2.0	0.0	80657.0	659069.0
Leq-ABas_044_Ex1-5B5B-cssl-1and2-2.clmp.fp2_r1_screen	20751.0	12386.0	6722.0	21868.0	1373.0	262.0	145.0	251.0	5.0	0.0	99594.0	818353.0
Leq-ABas_044_Ex1-5B5B-cssl-1and2-2.clmp.fp2_r2_screen	20663.0	12382.0	6672.0	21878.0	1353.0	233.0	132.0	227.0	7.0	0.0	98337.0	819826.0
Leq-ABas_046_Ex1-6C6C-cssl-1and2-2.clmp.fp2_r1_screen	18209.0	17755.0	7206.0	1477.0	2049.0	444.0	210.0	267.0	5.0	0.0	141494.0	1223244.0
Leq-ABas_046_Ex1-6C6C-cssl-1and2-2.clmp.fp2_r2_screen	17956.0	17613.0	7127.0	1483.0	2097.0	389.0	194.0	239.0	4.0	0.0	141449.0	1223809.0
Leq-ABas_048_Ex1-7C7C-cssl-1and2-2.clmp.fp2_r1_screen	17244.0	13872.0	12450.0	1483.0	1950.0	284.0	151.0	122.0	6.0	0.0	130200.0	828246.0
Leq-ABas_048_Ex1-7C7C-cssl-1and2-2.clmp.fp2_r2_screen	17140.0	13804.0	12454.0	1486.0	1819.0	287.0	145.0	130.0	7.0	0.0	128981.0	829755.0
Leq-ABas_052_Ex1-2G2G-cssl-1and2-2.clmp.fp2_r1_screen	12209.0	9007.0	7048.0	827.0	1213.0	195.0	94.0	170.0	1.0	0.0	69670.0	599942.0
Leq-ABas_052_Ex1-2G2G-cssl-1and2-2.clmp.fp2_r2_screen	12201.0	9058.0	7048.0	823.0	1152.0	207.0	85.0	157.0	3.0	0.0	69560.0	600082.0
Leq-ABas_053_Ex1-3D3D-cssl-1and2-2.clmp.fp2_r1_screen	32054.0	43567.0	8360.0	3519.0	4148.0	1114.0	477.0	277.0	19.0	0.0	351388.0	2776815.0
Leq-ABas_053_Ex1-3D3D-cssl-1and2-2.clmp.fp2_r2_screen	31936.0	43375.0	8264.0	3410.0	3911.0	1055.0	485.0	247.0	14.0	0.0	348359.0	2780682.0
Leq-ABas_056_Ex1-5C5C-cssl-1and2-2.clmp.fp2_r1_screen	23801.0	20826.0	5316.0	2480.0	2738.0	538.0	209.0	314.0	6.0	0.0	175119.0	1310962.0
Leq-ABas_056_Ex1-5C5C-cssl-1and2-2.clmp.fp2_r2_screen	23734.0	20976.0	5308.0	2486.0	2763.0	514.0	220.0	315.0	6.0	0.0	173483.0	1312504.0
Leq-ABas_058_Ex1-6D6D-cssl-1and2-2.clmp.fp2_r1_screen	16697.0	39291.0	17268.0	9548.0	4319.0	1092.0	435.0	277.0	5.0	0.0	292177.0	2724906.0
Leq-ABas_058_Ex1-6D6D-cssl-1and2-2.clmp.fp2_r2_screen	16620.0	40133.0	17342.0	9394.0	4184.0	1004.0	422.0	264.0	11.0	0.0	292356.0	2724285.0
Leq-CMig_006-Ex1-5E-cssl-1-2.clmp.fp2_r1_screen	586.0	2918.0	312.0	203.0	139.0	44.0	34.0	26.0	1.0	0.0	17407.0	170099.0
Leq-CMig_006-Ex1-5E-cssl-1-2.clmp.fp2_r2_screen	575.0	2918.0	316.0	219.0	137.0	42.0	26.0	19.0	0.0	0.0	17610.0	169907.0
Leq-CMig_016-Ex1-4A-cssl-1-2.clmp.fp2_r1_screen	175.0	3110.0	348.0	228.0	155.0	50.0	36.0	23.0	1.0	0.0	19497.0	225558.0
Leq-CMig_016-Ex1-4A-cssl-1-2.clmp.fp2_r2_screen	182.0	3024.0	335.0	243.0	165.0	42.0	38.0	18.0	0.0	0.0	19352.0	225782.0
Leq-CMig_020-Ex1-2A-cssl-1-2.clmp.fp2_r1_screen	1333.0	2068.0	294.0	149.0	137.0	40.0	31.0	15.0	0.0	0.0	16716.0	134893.0
Leq-CMig_020-Ex1-2A-cssl-1-2.clmp.fp2_r2_screen	1352.0	2002.0	265.0	136.0	114.0	38.0	21.0	9.0	0.0	0.0	16566.0	135173.0
Leq-CMig_030-Ex1-8G-cssl-1-2.clmp.fp2_r1_screen	128.0	1178.0	135.0	79.0	56.0	14.0	11.0	7.0	0.0	0.0	8774.0	66350.0
Leq-CMig_030-Ex1-8G-cssl-1-2.clmp.fp2_r2_screen	121.0	1138.0	119.0	93.0	54.0	14.0	11.0	7.0	0.0	0.0	8833.0	66342.0
Leq-CMig_042-Ex1-6A-cssl-1-2.clmp.fp2_r1_screen	846.0	2473.0	328.0	177.0	154.0	40.0	36.0	18.0	1.0	0.0	18515.0	150759.0
Leq-CMig_042-Ex1-6A-cssl-1-2.clmp.fp2_r2_screen	852.0	2539.0	284.0	180.0	160.0	36.0	20.0	15.0	0.0	0.0	18658.0	150603.0
Leq-CMig_058-Ex1-2B-cssl-1-2.clmp.fp2_r1_screen	83.0	2250.0	269.0	155.0	137.0	50.0	23.0	10.0	0.0	0.0	17173.0	142342.0
Leq-CMig_058-Ex1-2B-cssl-1-2.clmp.fp2_r2_screen	72.0	2291.0	248.0	162.0	127.0	31.0	38.0	12.0	0.0	0.0	17185.0	142326.0
