Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Ssp-AAtu_040-Ex1-cssl.clmp.fp2_r1_screen	3799.0	7882.0	870.0	2754.0	363.0	125.0	86.0	26.0	2.0	0.0	29144.0	352223.0
Ssp-AAtu_040-Ex1-cssl.clmp.fp2_r2_screen	3730.0	7959.0	987.0	2745.0	327.0	153.0	74.0	26.0	4.0	0.0	29126.0	352143.0
Ssp-AAtu_041-Ex1-cssl.clmp.fp2_r1_screen	26850.0	2823.0	51098.0	244.0	102.0	37.0	19.0	82.0	0.0	0.0	40437.0	144884.0
Ssp-AAtu_041-Ex1-cssl.clmp.fp2_r2_screen	26533.0	2875.0	50887.0	237.0	138.0	47.0	13.0	83.0	1.0	0.0	40825.0	144937.0
Ssp-AAtu_043-Ex1-cssl.clmp.fp2_r1_screen	4678.0	1215.0	389.0	84.0	35.0	14.0	8.0	57.0	0.0	0.0	8202.0	74136.0
Ssp-AAtu_043-Ex1-cssl.clmp.fp2_r2_screen	4638.0	1138.0	376.0	99.0	51.0	14.0	6.0	65.0	0.0	0.0	8402.0	74029.0
Ssp-AAtu_045-Ex1-cssl.clmp.fp2_r1_screen	1887.0	8266.0	906.0	613.0	246.0	146.0	48.0	51.0	2.0	0.0	97944.0	203323.0
Ssp-AAtu_045-Ex1-cssl.clmp.fp2_r2_screen	1831.0	8325.0	927.0	573.0	235.0	132.0	61.0	28.0	2.0	0.0	97932.0	203386.0
Ssp-AAtu_046-Ex1-cssl.clmp.fp2_r1_screen	3832.0	479.0	100.0	24.0	26.0	13.0	2.0	24.0	0.0	0.0	3593.0	25997.0
Ssp-AAtu_046-Ex1-cssl.clmp.fp2_r2_screen	3831.0	478.0	101.0	24.0	26.0	12.0	2.0	24.0	0.0	0.0	3595.0	25997.0
Ssp-AAtu_047-Ex1-cssl.clmp.fp2_r1_screen	6385.0	4740.0	804.0	419.0	190.0	96.0	34.0	62.0	0.0	0.0	32100.0	185301.0
Ssp-AAtu_047-Ex1-cssl.clmp.fp2_r2_screen	6410.0	4749.0	777.0	342.0	199.0	116.0	46.0	72.0	1.0	0.0	32164.0	185255.0
Ssp-AAtu_048-Ex1-cssl.clmp.fp2_r1_screen	1140.0	6759.0	798.0	575.0	318.0	125.0	70.0	21.0	3.0	0.0	39334.0	237238.0
Ssp-AAtu_048-Ex1-cssl.clmp.fp2_r2_screen	1167.0	6878.0	818.0	602.0	304.0	130.0	45.0	28.0	0.0	0.0	39401.0	237008.0
Ssp-AAtu_049-Ex1-cssl.clmp.fp2_r1_screen	11089.0	3711.0	1499.0	333.0	111.0	57.0	31.0	27.0	0.0	0.0	24983.0	135526.0
Ssp-AAtu_049-Ex1-cssl.clmp.fp2_r2_screen	11139.0	3714.0	1512.0	333.0	100.0	53.0	30.0	30.0	1.0	0.0	25036.0	135419.0
Ssp-AAtu_050-Ex1-cssl.clmp.fp2_r1_screen	286.0	8982.0	1126.0	739.0	448.0	120.0	76.0	27.0	1.0	0.0	78665.0	302705.0
Ssp-AAtu_050-Ex1-cssl.clmp.fp2_r2_screen	276.0	9017.0	1122.0	764.0	472.0	166.0	80.0	39.0	7.0	0.0	78724.0	302508.0
Ssp-AAtu_051-Ex1-cssl.clmp.fp2_r1_screen	6124.0	3940.0	4468.0	322.0	208.0	69.0	28.0	36.0	2.0	0.0	23136.0	165457.0
Ssp-AAtu_051-Ex1-cssl.clmp.fp2_r2_screen	6153.0	3925.0	4436.0	374.0	217.0	80.0	45.0	40.0	1.0	0.0	23042.0	165477.0
Ssp-AAtu_052-Ex1-cssl.clmp.fp2_r1_screen	12754.0	2276.0	2028.0	196.0	56.0	30.0	14.0	38.0	1.0	1.0	20248.0	119855.0
Ssp-AAtu_052-Ex1-cssl.clmp.fp2_r2_screen	12734.0	2408.0	2046.0	166.0	54.0	26.0	9.0	37.0	1.0	0.0	20319.0	119697.0
Ssp-CGub_004-Ex1-cssl.clmp.fp2_r1_screen	293.0	1057.0	136.0	116.0	110.0	20.0	13.0	11.0	0.0	0.0	4574.0	98293.0
Ssp-CGub_004-Ex1-cssl.clmp.fp2_r2_screen	303.0	1033.0	137.0	85.0	118.0	14.0	10.0	7.0	0.0	0.0	4581.0	98335.0
Ssp-CGub_006-Ex1-cssl.clmp.fp2_r1_screen	63822.0	57111.0	8547.0	6311.0	5022.0	1197.0	774.0	281.0	18.0	0.0	209196.0	5366525.0
Ssp-CGub_006-Ex1-cssl.clmp.fp2_r2_screen	63754.0	58347.0	8422.0	6399.0	4996.0	1170.0	765.0	291.0	10.0	0.0	212700.0	5361950.0
Ssp-CGub_008-Ex1-cssl.clmp.fp2_r1_screen	728.0	207.0	40.0	19.0	15.0	3.0	2.0	6.0	0.0	0.0	805.0	19790.0
Ssp-CGub_008-Ex1-cssl.clmp.fp2_r2_screen	735.0	215.0	35.0	29.0	16.0	4.0	0.0	8.0	0.0	0.0	858.0	19715.0
Ssp-CGub_009-Ex1-cssl.clmp.fp2_r1_screen	229947.0	178558.0	24870.0	19275.0	14263.0	3697.0	2435.0	1161.0	71.0	0.0	679707.0	14482651.0
Ssp-CGub_009-Ex1-cssl.clmp.fp2_r2_screen	229948.0	181096.0	25058.0	19381.0	13686.0	3648.0	2330.0	1177.0	41.0	0.0	693256.0	14467014.0
Ssp-CGub_011-Ex1-cssl.clmp.fp2_r1_screen	2569.0	733.0	107.0	63.0	75.0	8.0	9.0	6.0	0.0	0.0	3437.0	60948.0
Ssp-CGub_011-Ex1-cssl.clmp.fp2_r2_screen	2568.0	753.0	97.0	64.0	57.0	19.0	6.0	5.0	1.0	0.0	3457.0	60928.0
Ssp-CGub_013-Ex1-cssl.clmp.fp2_r1_screen	106165.0	409207.0	61693.0	46579.0	35736.0	8841.0	5779.0	2306.0	121.0	0.0	1506613.0	37364783.0
Ssp-CGub_013-Ex1-cssl.clmp.fp2_r2_screen	105640.0	416302.0	61489.0	47053.0	35406.0	8581.0	5828.0	2357.0	125.0	0.0	1531898.0	37333144.0
Ssp-CGub_014-Ex1-cssl.clmp.fp2_r1_screen	13037.0	35275.0	5334.0	4033.0	2944.0	784.0	547.0	166.0	14.0	0.0	138521.0	3154766.0
Ssp-CGub_014-Ex1-cssl.clmp.fp2_r2_screen	12993.0	36199.0	5356.0	3958.0	2886.0	800.0	494.0	158.0	10.0	0.0	142163.0	3150404.0
Ssp-CGub_015-Ex1-cssl.clmp.fp2_r1_screen	3874.0	8500.0	1284.0	853.0	788.0	188.0	145.0	45.0	3.0	0.0	37105.0	844911.0
Ssp-CGub_015-Ex1-cssl.clmp.fp2_r2_screen	3837.0	8645.0	1318.0	922.0	726.0	197.0	103.0	54.0	4.0	0.0	37607.0	844283.0
Ssp-CGub_016-Ex1-cssl.clmp.fp2_r1_screen	3507.0	62640.0	8943.0	6748.0	5385.0	1148.0	967.0	255.0	13.0	0.0	223570.0	5573580.0
Ssp-CGub_016-Ex1-cssl.clmp.fp2_r2_screen	3551.0	62474.0	8968.0	6745.0	5249.0	1088.0	875.0	281.0	14.0	0.0	226286.0	5571225.0
Ssp-CGub_021-Ex1-cssl.clmp.fp2_r1_screen	74186.0	11836.0	1118.0	1361.0	610.0	168.0	92.0	432.0	5.0	0.0	50539.0	761041.0
Ssp-CGub_021-Ex1-cssl.clmp.fp2_r2_screen	74156.0	11818.0	1042.0	1327.0	641.0	139.0	81.0	421.0	2.0	0.0	50720.0	761041.0
Ssp-CGub_022-Ex1-cssl.clmp.fp2_r1_screen	123919.0	39013.0	5401.0	3982.0	2975.0	817.0	540.0	452.0	15.0	0.0	155937.0	3271390.0
Ssp-CGub_022-Ex1-cssl.clmp.fp2_r2_screen	123464.0	39901.0	5420.0	3887.0	2875.0	822.0	573.0	449.0	14.0	0.0	161053.0	3265983.0
Ssp-CGub_024-Ex1-cssl.clmp.fp2_r1_screen	11820.0	59556.0	8466.0	6386.0	5010.0	1111.0	814.0	254.0	6.0	0.0	211487.0	5709091.0
Ssp-CGub_024-Ex1-cssl.clmp.fp2_r2_screen	11928.0	59093.0	8382.0	6149.0	4891.0	1017.0	740.0	295.0	18.0	0.0	212999.0	5708489.0
Ssp-CGub_027-Ex1-cssl.clmp.fp2_r1_screen	7883.0	28760.0	4276.0	3116.0	2570.0	532.0	420.0	155.0	5.0	0.0	101671.0	2975867.0
Ssp-CGub_027-Ex1-cssl.clmp.fp2_r2_screen	7929.0	29018.0	4266.0	3164.0	2637.0	542.0	389.0	142.0	9.0	0.0	103479.0	2973680.0
Ssp-CGub_030-Ex1-cssl.clmp.fp2_r1_screen	1635.0	12293.0	1764.0	1186.0	995.0	210.0	157.0	44.0	2.0	0.0	46046.0	1126990.0
Ssp-CGub_030-Ex1-cssl.clmp.fp2_r2_screen	1603.0	12137.0	1727.0	1286.0	932.0	214.0	160.0	55.0	4.0	0.0	46333.0	1126871.0
Ssp-CGub_031-Ex1-cssl.clmp.fp2_r1_screen	30798.0	40693.0	6267.0	4510.0	3459.0	919.0	603.0	202.0	19.0	0.0	163844.0	3131100.0
Ssp-CGub_031-Ex1-cssl.clmp.fp2_r2_screen	30823.0	41918.0	6146.0	4465.0	3389.0	885.0	542.0	187.0	13.0	0.0	167005.0	3127041.0
Ssp-CGub_032-Ex1-cssl.clmp.fp2_r1_screen	167102.0	64648.0	9209.0	6976.0	5196.0	1270.0	797.0	427.0	25.0	0.0	257249.0	5237080.0
Ssp-CGub_032-Ex1-cssl.clmp.fp2_r2_screen	166878.0	65490.0	9054.0	7167.0	5172.0	1226.0	771.0	434.0	11.0	0.0	260146.0	5233630.0
Ssp-CGub_033-Ex1-cssl.clmp.fp2_r1_screen	248131.0	16964.0	2029.0	1404.0	1062.0	302.0	204.0	340.0	3.0	0.0	75604.0	1157183.0
Ssp-CGub_033-Ex1-cssl.clmp.fp2_r2_screen	247952.0	17490.0	1946.0	1397.0	1013.0	265.0	180.0	323.0	2.0	0.0	75625.0	1157033.0
Ssp-CGub_035-Ex1-cssl.clmp.fp2_r1_screen	89621.0	68325.0	9895.0	7296.0	5841.0	1376.0	902.0	479.0	17.0	0.0	261451.0	6082688.0
Ssp-CGub_035-Ex1-cssl.clmp.fp2_r2_screen	89661.0	69056.0	9714.0	7302.0	5727.0	1383.0	882.0	500.0	17.0	0.0	262919.0	6080730.0
Ssp-CGub_036-Ex1-cssl.clmp.fp2_r1_screen	113806.0	38493.0	4860.0	3622.0	2854.0	657.0	376.0	590.0	7.0	0.0	141431.0	3272017.0
Ssp-CGub_036-Ex1-cssl.clmp.fp2_r2_screen	113369.0	38759.0	4824.0	3541.0	2821.0	635.0	398.0	577.0	10.0	0.0	143909.0	3269870.0
Ssp-CGub_038-Ex1-cssl.clmp.fp2_r1_screen	141163.0	160250.0	24137.0	17774.0	13779.0	3572.0	2345.0	873.0	43.0	0.0	627425.0	13938774.0
Ssp-CGub_038-Ex1-cssl.clmp.fp2_r2_screen	140546.0	164095.0	24228.0	17976.0	13292.0	3290.0	2281.0	880.0	62.0	0.0	641135.0	13922350.0
Ssp-CGub_039-Ex1-cssl.clmp.fp2_r1_screen	354932.0	94625.0	13954.0	10907.0	7356.0	2074.0	1269.0	493.0	39.0	0.0	392490.0	7485084.0
Ssp-CGub_039-Ex1-cssl.clmp.fp2_r2_screen	353956.0	97289.0	14029.0	11216.0	7258.0	1907.0	1280.0	509.0	42.0	0.0	403198.0	7472539.0
Ssp-CGub_040-Ex1-cssl.clmp.fp2_r1_screen	278.0	564.0	62.0	43.0	56.0	7.0	6.0	4.0	0.0	0.0	2672.0	50203.0
Ssp-CGub_040-Ex1-cssl.clmp.fp2_r2_screen	285.0	600.0	69.0	50.0	50.0	11.0	9.0	2.0	0.0	0.0	2595.0	50224.0
Ssp-CGub_041-Ex1-cssl.clmp.fp2_r1_screen	32952.0	164761.0	24696.0	18128.0	14338.0	3639.0	2478.0	977.0	50.0	0.0	630352.0	14790772.0
Ssp-CGub_041-Ex1-cssl.clmp.fp2_r2_screen	32866.0	165603.0	24356.0	18410.0	13749.0	3543.0	2457.0	968.0	43.0	0.0	639786.0	14781362.0
Ssp-CGub_042-Ex1-cssl.clmp.fp2_r1_screen	28854.0	16820.0	2404.0	1689.0	1546.0	289.0	215.0	211.0	3.0	0.0	64543.0	1536944.0
Ssp-CGub_042-Ex1-cssl.clmp.fp2_r2_screen	28764.0	17156.0	2377.0	1817.0	1571.0	327.0	230.0	193.0	4.0	0.0	64631.0	1536448.0
Ssp-CGub_043-Ex1-cssl.clmp.fp2_r1_screen	73161.0	124006.0	19143.0	14232.0	10636.0	2691.0	1845.0	622.0	40.0	1.0	471568.0	11168553.0
Ssp-CGub_043-Ex1-cssl.clmp.fp2_r2_screen	72941.0	125063.0	18900.0	14333.0	10596.0	2665.0	1874.0	634.0	34.0	0.0	483980.0	11155478.0
Ssp-CGub_049-Ex1-cssl.clmp.fp2_r1_screen	151.0	1068.0	148.0	110.0	114.0	33.0	15.0	7.0	0.0	0.0	7119.0	99978.0
Ssp-CGub_049-Ex1-cssl.clmp.fp2_r2_screen	145.0	1085.0	141.0	95.0	111.0	25.0	10.0	7.0	0.0	0.0	7081.0	100043.0
Ssp-CGub_050-Ex1-cssl.clmp.fp2_r1_screen	47220.0	22006.0	2924.0	2135.0	1688.0	384.0	301.0	169.0	11.0	0.0	83516.0	2051416.0
Ssp-CGub_050-Ex1-cssl.clmp.fp2_r2_screen	47354.0	21752.0	2850.0	2180.0	1684.0	373.0	285.0	190.0	5.0	0.0	83902.0	2051195.0
Ssp-CGub_051-Ex1-cssl.clmp.fp2_r1_screen	11384.0	22516.0	3476.0	2581.0	2041.0	468.0	295.0	246.0	7.0	0.0	81511.0	2391130.0
Ssp-CGub_051-Ex1-cssl.clmp.fp2_r2_screen	11282.0	22815.0	3405.0	2587.0	2034.0	402.0	292.0	230.0	4.0	0.0	82229.0	2390375.0
Ssp-CGub_052-Ex1-cssl.clmp.fp2_r1_screen	26296.0	23118.0	3401.0	2492.0	1762.0	497.0	339.0	132.0	2.0	0.0	91880.0	2000997.0
Ssp-CGub_052-Ex1-cssl.clmp.fp2_r2_screen	26280.0	23334.0	3491.0	2491.0	1839.0	477.0	338.0	159.0	4.0	0.0	93872.0	1998631.0
Ssp-CGub_053-Ex1-cssl.clmp.fp2_r1_screen	275995.0	62953.0	8794.0	7147.0	5414.0	1421.0	825.0	445.0	28.0	0.0	250140.0	5500117.0
Ssp-CGub_053-Ex1-cssl.clmp.fp2_r2_screen	275448.0	64389.0	9188.0	7278.0	5155.0	1387.0	830.0	474.0	32.0	0.0	256317.0	5492781.0
Ssp-CGub_054-Ex1-cssl.clmp.fp2_r1_screen	754807.0	36757.0	1008.0	763.0	541.0	130.0	100.0	2873.0	0.0	0.0	150086.0	976299.0
Ssp-CGub_054-Ex1-cssl.clmp.fp2_r2_screen	755357.0	36537.0	1004.0	694.0	567.0	113.0	108.0	2907.0	4.0	0.0	149966.0	976107.0
Ssp-CGub_055-Ex1-cssl.clmp.fp2_r1_screen	29780.0	9424.0	1145.0	797.0	723.0	130.0	106.0	125.0	2.0	0.0	32835.0	916570.0
Ssp-CGub_055-Ex1-cssl.clmp.fp2_r2_screen	29738.0	9529.0	1131.0	910.0	678.0	141.0	120.0	117.0	3.0	0.0	32899.0	916371.0
Ssp-CGub_056-Ex1-cssl.clmp.fp2_r1_screen	195.0	564.0	78.0	59.0	52.0	6.0	7.0	1.0	0.0	0.0	2678.0	54691.0
Ssp-CGub_056-Ex1-cssl.clmp.fp2_r2_screen	197.0	592.0	91.0	45.0	52.0	9.0	1.0	3.0	0.0	0.0	2732.0	54609.0
Ssp-CGub_057-Ex1-cssl.clmp.fp2_r1_screen	460.0	442.0	45.0	42.0	72.0	7.0	8.0	5.0	0.0	0.0	3168.0	37364.0
Ssp-CGub_057-Ex1-cssl.clmp.fp2_r2_screen	466.0	438.0	61.0	43.0	66.0	5.0	6.0	6.0	1.0	0.0	3091.0	37430.0
Ssp-CGub_058-Ex1-cssl.clmp.fp2_r1_screen	36742.0	16804.0	2349.0	1763.0	1353.0	334.0	235.0	122.0	5.0	0.0	62710.0	1525178.0
Ssp-CGub_058-Ex1-cssl.clmp.fp2_r2_screen	36543.0	17037.0	2376.0	1713.0	1359.0	338.0	202.0	127.0	3.0	0.0	64696.0	1523201.0
