Sample	Protists_1k	Bacteria_24k	Human	Bird	Fungi_RefSeq_release	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Sde-CJol_090-Ex1-cssl.clmp.fp2_r2_screen	56726.0	1096.0	6131.0	4524.0	3396.0	1708.0	723.0	286.0	11.0	0.0	0.0	479197.0	3978098.0
Sde-CJol_091-Ex1-cssl.clmp.fp2_r1_screen	101033.0	4475.0	10515.0	7726.0	5988.0	2871.0	1282.0	480.0	21.0	0.0	0.0	965061.0	7111534.0
Sde-CJol_091-Ex1-cssl.clmp.fp2_r2_screen	101199.0	4465.0	10387.0	7593.0	5589.0	2852.0	1195.0	458.0	31.0	0.0	0.0	954187.0	7123030.0
Sde-CJol_092-Ex1-cssl.clmp.fp2_r1_screen	46722.0	1093.0	5263.0	5876.0	2959.0	1347.0	604.0	301.0	9.0	0.0	0.0	414565.0	3232415.0
Sde-CJol_092-Ex1-cssl.clmp.fp2_r2_screen	47277.0	1091.0	5317.0	5544.0	2857.0	1186.0	664.0	269.0	18.0	0.0	0.0	408579.0	3238352.0
Sde-CJol_094-Ex1-cssl.clmp.fp2_r1_screen	130042.0	5928.0	13556.0	11880.0	7918.0	3699.0	1594.0	744.0	43.0	0.0	0.0	1282784.0	8710481.0
Sde-CJol_094-Ex1-cssl.clmp.fp2_r2_screen	131436.0	5911.0	13459.0	11234.0	7826.0	3697.0	1579.0	835.0	28.0	0.0	0.0	1272014.0	8720650.0
Sde-CJol_096-Ex1-cssl.clmp.fp2_r1_screen	70525.0	3488.0	7582.0	7240.0	4316.0	2044.0	876.0	377.0	21.0	0.0	0.0	834526.0	4697749.0
Sde-CJol_096-Ex1-cssl.clmp.fp2_r2_screen	70903.0	3483.0	7175.0	6958.0	4170.0	1854.0	825.0	436.0	18.0	0.0	0.0	827293.0	4705629.0
Sde-CMat_055-Ex1-cssl2.clmp.fp2_r1_screen	10911.0	2076.0	1193.0	953.0	656.0	324.0	150.0	77.0	5.0	0.0	0.0	154381.0	786795.0
Sde-CMat_055-Ex1-cssl2.clmp.fp2_r2_screen	11176.0	2034.0	1205.0	882.0	704.0	286.0	119.0	40.0	2.0	0.0	0.0	152363.0	788710.0
Sde-CMat_061-Ex1-cssl2.clmp.fp2_r1_screen	3059.0	835.0	345.0	186.0	189.0	69.0	31.0	18.0	0.0	0.0	0.0	58558.0	193152.0
Sde-CMat_061-Ex1-cssl2.clmp.fp2_r2_screen	3138.0	815.0	318.0	185.0	174.0	94.0	34.0	18.0	0.0	0.0	0.0	58130.0	193536.0
Sde-CTum_001-Ex1-cssl.clmp.fp2_r1_screen	43791.0	734.0	4442.0	3999.0	2649.0	1286.0	485.0	211.0	15.0	0.0	0.0	286031.0	3123994.0
Sde-CTum_001-Ex1-cssl.clmp.fp2_r2_screen	43833.0	708.0	4360.0	3957.0	2563.0	1210.0	478.0	213.0	8.0	0.0	0.0	282152.0	3128155.0
Sde-CTum_002-Ex1-cssl.clmp.fp2_r1_screen	75339.0	1618.0	8175.0	10793.0	4477.0	2072.0	830.0	357.0	21.0	0.0	0.0	508287.0	5411344.0
Sde-CTum_002-Ex1-cssl.clmp.fp2_r2_screen	74551.0	1624.0	8031.0	10577.0	4482.0	2120.0	756.0	351.0	15.0	0.0	0.0	502234.0	5418572.0
Sde-CTum_003-Ex1-cssl.clmp.fp2_r1_screen	54261.0	912.0	5756.0	6506.0	3504.0	1582.0	684.0	308.0	19.0	0.0	0.0	400783.0	4203347.0
Sde-CTum_003-Ex1-cssl.clmp.fp2_r2_screen	54157.0	909.0	5725.0	6364.0	3406.0	1513.0	657.0	283.0	13.0	0.0	0.0	394740.0	4209895.0
Sde-CTum_004-Ex1-cssl.clmp.fp2_r1_screen	63588.0	3079.0	7369.0	11900.0	4417.0	1892.0	780.0	436.0	17.0	0.0	0.0	577901.0	3962010.0
Sde-CTum_004-Ex1-cssl.clmp.fp2_r2_screen	63230.0	3043.0	7219.0	11147.0	4273.0	1784.0	727.0	432.0	21.0	0.0	0.0	570236.0	3971277.0
Sde-CTum_005-Ex1-cssl.clmp.fp2_r1_screen	47926.0	3070.0	5443.0	5942.0	3221.0	1287.0	554.0	250.0	13.0	0.0	0.0	387547.0	3376841.0
Sde-CTum_005-Ex1-cssl.clmp.fp2_r2_screen	48172.0	3071.0	5180.0	5459.0	3097.0	1298.0	541.0	266.0	5.0	0.0	0.0	383566.0	3381439.0
Sde-CTum_006-Ex1-cssl.clmp.fp2_r1_screen	60684.0	4079.0	6888.0	12607.0	3845.0	1682.0	685.0	317.0	27.0	0.0	0.0	442142.0	4457267.0
Sde-CTum_006-Ex1-cssl.clmp.fp2_r2_screen	61122.0	4026.0	6609.0	11917.0	3669.0	1657.0	673.0	314.0	9.0	0.0	0.0	436473.0	4463754.0
Sde-CTum_007-Ex1-cssl.clmp.fp2_r1_screen	52165.0	639.0	5996.0	10325.0	3352.0	1599.0	643.0	280.0	14.0	0.0	0.0	360855.0	3611187.0
Sde-CTum_007-Ex1-cssl.clmp.fp2_r2_screen	51556.0	657.0	5903.0	9666.0	3267.0	1509.0	595.0	268.0	18.0	0.0	0.0	356359.0	3617257.0
Sde-CTum_008-Ex1-cssl.clmp.fp2_r1_screen	43775.0	647.0	4987.0	6853.0	2778.0	1229.0	479.0	241.0	8.0	0.0	0.0	304281.0	3219391.0
Sde-CTum_008-Ex1-cssl.clmp.fp2_r2_screen	43391.0	603.0	4835.0	6614.0	2728.0	1226.0	492.0	228.0	4.0	0.0	0.0	299780.0	3224768.0
Sde-CTum_009-Ex1-cssl.clmp.fp2_r1_screen	76710.0	1372.0	8637.0	12903.0	5007.0	2161.0	882.0	426.0	24.0	0.0	0.0	609343.0	5236600.0
Sde-CTum_009-Ex1-cssl.clmp.fp2_r2_screen	77321.0	1385.0	8477.0	12611.0	4836.0	2112.0	866.0	400.0	17.0	0.0	0.0	603486.0	5242554.0
Sde-CTum_010-Ex1-cssl.clmp.fp2_r1_screen	72399.0	1451.0	7438.0	10668.0	4432.0	2054.0	831.0	422.0	19.0	0.0	0.0	565734.0	4870725.0
Sde-CTum_010-Ex1-cssl.clmp.fp2_r2_screen	72787.0	1396.0	7460.0	10000.0	4443.0	1925.0	792.0	371.0	12.0	0.0	0.0	559619.0	4877368.0
Sde-CTum_011-Ex1-cssl.clmp.fp2_r1_screen	60247.0	862.0	6310.0	6345.0	3748.0	1628.0	659.0	310.0	10.0	0.0	0.0	372446.0	4434746.0
Sde-CTum_011-Ex1-cssl.clmp.fp2_r2_screen	60998.0	841.0	6152.0	6169.0	3582.0	1725.0	641.0	317.0	13.0	0.0	0.0	368706.0	4438167.0
Sde-CTum_012-Ex1-cssl.clmp.fp2_r1_screen	47299.0	3421.0	5220.0	7858.0	2983.0	1368.0	594.0	285.0	19.0	0.0	0.0	376131.0	3459888.0
Sde-CTum_012-Ex1-cssl.clmp.fp2_r2_screen	47769.0	3429.0	5026.0	7534.0	2999.0	1254.0	548.0	266.0	6.0	0.0	0.0	371270.0	3464965.0
Sde-CTum_013-Ex1-cssl.clmp.fp2_r1_screen	117165.0	2503.0	12658.0	14068.0	7395.0	3404.0	1389.0	625.0	26.0	0.0	0.0	894318.0	8506802.0
Sde-CTum_013-Ex1-cssl.clmp.fp2_r2_screen	117750.0	2480.0	12319.0	13373.0	7285.0	3233.0	1325.0	595.0	31.0	0.0	0.0	885600.0	8516362.0
Sde-CTum_014-Ex1-cssl.clmp.fp2_r1_screen	121005.0	3196.0	12862.0	16293.0	7478.0	3397.0	1226.0	552.0	17.0	0.0	0.0	851428.0	8654156.0
Sde-CTum_014-Ex1-cssl.clmp.fp2_r2_screen	121383.0	3256.0	12546.0	15922.0	7194.0	3302.0	1263.0	561.0	23.0	0.0	0.0	844267.0	8661893.0
Sde-CTum_015-Ex1-cssl.clmp.fp2_r1_screen	185897.0	4255.0	19902.0	24183.0	12091.0	5266.0	2212.0	1084.0	45.0	0.0	0.0	1381519.0	14470371.0
Sde-CTum_015-Ex1-cssl.clmp.fp2_r2_screen	185193.0	4126.0	19843.0	22957.0	11694.0	5118.0	2028.0	1006.0	51.0	0.0	0.0	1366720.0	14488089.0
Sde-CTum_016-Ex1-cssl.clmp.fp2_r1_screen	51411.0	1325.0	5604.0	8025.0	3334.0	1495.0	627.0	265.0	17.0	0.0	0.0	365173.0	4020166.0
Sde-CTum_016-Ex1-cssl.clmp.fp2_r2_screen	51063.0	1249.0	5624.0	7831.0	3172.0	1466.0	592.0	239.0	17.0	0.0	0.0	360228.0	4025961.0
Sde-CTum_017-Ex1-cssl.clmp.fp2_r1_screen	68489.0	798.0	7140.0	7417.0	4220.0	1951.0	713.0	343.0	19.0	0.0	0.0	505796.0	4584411.0
Sde-CTum_017-Ex1-cssl.clmp.fp2_r2_screen	69005.0	750.0	6951.0	7190.0	4105.0	1854.0	671.0	327.0	10.0	0.0	0.0	499287.0	4591147.0
Sde-CTum_018-Ex1-cssl.clmp.fp2_r1_screen	74275.0	944.0	7894.0	10581.0	4665.0	2111.0	782.0	374.0	16.0	0.0	0.0	514899.0	5289018.0
Sde-CTum_018-Ex1-cssl.clmp.fp2_r2_screen	74637.0	927.0	7818.0	10196.0	4522.0	2043.0	785.0	337.0	15.0	0.0	0.0	507584.0	5296695.0
Sde-CTum_019-Ex1-cssl.clmp.fp2_r1_screen	132482.0	3416.0	14308.0	18937.0	8734.0	3734.0	1523.0	757.0	31.0	0.0	0.0	1008950.0	10617738.0
Sde-CTum_019-Ex1-cssl.clmp.fp2_r2_screen	132256.0	3352.0	14334.0	18325.0	8564.0	3512.0	1479.0	693.0	31.0	0.0	0.0	999697.0	10628367.0
Sde-CTum_020-Ex1-cssl.clmp.fp2_r1_screen	62980.0	4666.0	7131.0	12054.0	4190.0	1734.0	748.0	362.0	15.0	0.0	0.0	486618.0	4740288.0
Sde-CTum_020-Ex1-cssl.clmp.fp2_r2_screen	62926.0	4529.0	6856.0	11741.0	3937.0	1794.0	751.0	310.0	16.0	0.0	0.0	481785.0	4746141.0
Sde-CTum_021-Ex1-cssl.clmp.fp2_r1_screen	202386.0	3347.0	21136.0	25530.0	12982.0	5525.0	2347.0	971.0	45.0	0.0	0.0	1529417.0	14271941.0
Sde-CTum_021-Ex1-cssl.clmp.fp2_r2_screen	202903.0	3406.0	20894.0	24794.0	12531.0	5520.0	2149.0	921.0	27.0	0.0	0.0	1514465.0	14288017.0
Sde-CTum_022-Ex1-cssl.clmp.fp2_r1_screen	113976.0	1608.0	11856.0	14727.0	6957.0	3160.0	1294.0	560.0	20.0	0.0	0.0	796491.0	8749844.0
Sde-CTum_022-Ex1-cssl.clmp.fp2_r2_screen	114141.0	1517.0	11877.0	14208.0	6956.0	3190.0	1194.0	534.0	23.0	0.0	0.0	788278.0	8758575.0
Sde-CTum_023-Ex1-cssl.clmp.fp2_r1_screen	1176.0	54.0	141.0	221.0	61.0	33.0	18.0	7.0	0.0	0.0	0.0	12454.0	86576.0
Sde-CTum_023-Ex1-cssl.clmp.fp2_r2_screen	1156.0	47.0	136.0	178.0	89.0	43.0	14.0	5.0	0.0	0.0	0.0	12517.0	86556.0
Sde-CTum_024-Ex1-cssl.clmp.fp2_r1_screen	30956.0	646.0	3611.0	4914.0	2002.0	858.0	356.0	155.0	2.0	0.0	0.0	210027.0	2620918.0
Sde-CTum_024-Ex1-cssl.clmp.fp2_r2_screen	30791.0	640.0	3356.0	4660.0	1938.0	878.0	353.0	144.0	7.0	0.0	0.0	207023.0	2624655.0
Sde-CTum_025-Ex1-cssl.clmp.fp2_r1_screen	65696.0	1356.0	7159.0	9643.0	4220.0	1826.0	761.0	303.0	20.0	0.0	0.0	452031.0	5346509.0
Sde-CTum_025-Ex1-cssl.clmp.fp2_r2_screen	66139.0	1310.0	7031.0	9313.0	4103.0	1830.0	784.0	321.0	12.0	0.0	0.0	448638.0	5350043.0
Sde-CTum_026-Ex1-cssl.clmp.fp2_r1_screen	58388.0	3561.0	6168.0	6473.0	3485.0	1672.0	687.0	352.0	6.0	0.0	0.0	410086.0	4122632.0
Sde-CTum_026-Ex1-cssl.clmp.fp2_r2_screen	58074.0	3542.0	6212.0	6334.0	3499.0	1584.0	640.0	321.0	14.0	0.0	0.0	405583.0	4127707.0
Sde-CTum_027-Ex1-cssl.clmp.fp2_r1_screen	87005.0	1587.0	9181.0	14406.0	5512.0	2447.0	1038.0	465.0	23.0	0.0	0.0	584944.0	6511035.0
Sde-CTum_027-Ex1-cssl.clmp.fp2_r2_screen	86726.0	1605.0	9330.0	14222.0	5523.0	2508.0	992.0	448.0	22.0	0.0	0.0	580901.0	6515366.0
Sde-CTum_028-Ex1-cssl.clmp.fp2_r1_screen	75023.0	3349.0	7919.0	9571.0	4687.0	2085.0	820.0	443.0	13.0	0.0	0.0	487313.0	5766010.0
Sde-CTum_028-Ex1-cssl.clmp.fp2_r2_screen	75178.0	3285.0	8033.0	9283.0	4613.0	2035.0	854.0	355.0	17.0	0.0	0.0	483756.0	5769824.0
Sde-CTum_029-Ex1-cssl.clmp.fp2_r1_screen	49823.0	2441.0	5820.0	7554.0	3144.0	1363.0	578.0	281.0	10.0	0.0	0.0	339681.0	3767274.0
Sde-CTum_029-Ex1-cssl.clmp.fp2_r2_screen	49574.0	2389.0	5733.0	7429.0	3251.0	1364.0	553.0	255.0	12.0	0.0	0.0	336792.0	3770617.0
Sde-CTum_030-Ex1-cssl.clmp.fp2_r1_screen	70824.0	2620.0	7911.0	11870.0	4601.0	2006.0	802.0	397.0	12.0	0.0	0.0	483382.0	5599963.0
Sde-CTum_030-Ex1-cssl.clmp.fp2_r2_screen	70347.0	2638.0	7723.0	11409.0	4536.0	1997.0	842.0	391.0	13.0	0.0	0.0	480200.0	5604292.0
Sde-CTum_031-Ex1-cssl.clmp.fp2_r1_screen	74603.0	1673.0	8140.0	11605.0	4886.0	2258.0	964.0	431.0	16.0	1.0	0.0	558981.0	5810175.0
Sde-CTum_031-Ex1-cssl.clmp.fp2_r2_screen	74001.0	1686.0	8063.0	10796.0	4710.0	2096.0	872.0	376.0	14.0	0.0	0.0	551234.0	5819885.0
Sde-CTum_032-Ex1-cssl.clmp.fp2_r1_screen	71238.0	1289.0	7765.0	11230.0	4521.0	2122.0	772.0	378.0	15.0	0.0	0.0	490903.0	5300307.0
Sde-CTum_032-Ex1-cssl.clmp.fp2_r2_screen	70987.0	1275.0	7555.0	10869.0	4432.0	1972.0	802.0	372.0	16.0	0.0	0.0	485473.0	5306787.0
Sde-CTum_033-Ex1-cssl.clmp.fp2_r1_screen	82732.0	1040.0	8779.0	11886.0	5115.0	2445.0	905.0	428.0	32.0	0.0	0.0	540723.0	5683940.0
Sde-CTum_033-Ex1-cssl.clmp.fp2_r2_screen	83600.0	991.0	8629.0	11711.0	4913.0	2273.0	866.0	381.0	17.0	0.0	0.0	535633.0	5689011.0
Sde-CTum_034-Ex1-cssl.clmp.fp2_r1_screen	47602.0	7158.0	6073.0	6781.0	3250.0	1414.0	536.0	325.0	16.0	0.0	0.0	367922.0	3428017.0
Sde-CTum_034-Ex1-cssl.clmp.fp2_r2_screen	48002.0	7087.0	6106.0	6596.0	3283.0	1338.0	525.0	285.0	12.0	0.0	0.0	364748.0	3431112.0
Sde-CTum_035-Ex1-cssl.clmp.fp2_r1_screen	96742.0	2142.0	10338.0	11861.0	6218.0	2709.0	1150.0	514.0	26.0	0.0	0.0	751040.0	7629693.0
Sde-CTum_035-Ex1-cssl.clmp.fp2_r2_screen	97272.0	2135.0	10203.0	11591.0	6097.0	2634.0	1071.0	490.0	24.0	0.0	0.0	746115.0	7634801.0
Sde-CTum_036-Ex1-cssl.clmp.fp2_r1_screen	60944.0	2300.0	6886.0	10970.0	3901.0	1767.0	756.0	368.0	16.0	0.0	0.0	460174.0	4711820.0
Sde-CTum_036-Ex1-cssl.clmp.fp2_r2_screen	60947.0	2234.0	6752.0	10472.0	3866.0	1694.0	755.0	329.0	19.0	0.0	0.0	456280.0	4716554.0
Sde-CTum_037-Ex1-cssl.clmp.fp2_r1_screen	100120.0	1017.0	10487.0	14402.0	6089.0	2816.0	1075.0	510.0	32.0	0.0	0.0	698839.0	6724670.0
Sde-CTum_037-Ex1-cssl.clmp.fp2_r2_screen	100308.0	998.0	10660.0	14129.0	6126.0	2725.0	1054.0	530.0	24.0	0.0	0.0	691273.0	6732230.0
Sde-CTum_038-Ex1-cssl.clmp.fp2_r1_screen	61322.0	1290.0	6455.0	7974.0	3759.0	1714.0	686.0	320.0	18.0	0.0	0.0	435990.0	4765594.0
Sde-CTum_038-Ex1-cssl.clmp.fp2_r2_screen	61597.0	1322.0	6565.0	7808.0	3654.0	1698.0	668.0	274.0	10.0	0.0	0.0	432761.0	4768765.0
Sde-CTum_039-Ex1-cssl.clmp.fp2_r1_screen	147569.0	2638.0	16194.0	30135.0	9300.0	4213.0	1707.0	717.0	33.0	0.0	0.0	1021342.0	11104626.0
Sde-CTum_039-Ex1-cssl.clmp.fp2_r2_screen	146554.0	2662.0	15996.0	28685.0	9052.0	4041.0	1651.0	705.0	27.0	0.0	0.0	1012136.0	11116965.0
Sde-CTum_040-Ex1-cssl.clmp.fp2_r1_screen	55730.0	5410.0	6628.0	12275.0	3785.0	1653.0	700.0	337.0	15.0	0.0	0.0	436485.0	4315261.0
Sde-CTum_040-Ex1-cssl.clmp.fp2_r2_screen	55864.0	5460.0	6428.0	11778.0	3587.0	1641.0	661.0	328.0	7.0	0.0	0.0	433394.0	4319131.0
Sde-CTum_041-Ex1-cssl.clmp.fp2_r1_screen	81280.0	1140.0	8449.0	11900.0	4920.0	2298.0	856.0	434.0	29.0	0.0	0.0	556554.0	5175178.0
Sde-CTum_041-Ex1-cssl.clmp.fp2_r2_screen	80534.0	1161.0	8380.0	11342.0	4925.0	2262.0	901.0	400.0	16.0	0.0	0.0	552096.0	5181021.0
Sde-CTum_042-Ex1-cssl.clmp.fp2_r1_screen	64376.0	1263.0	6943.0	10208.0	4161.0	1811.0	694.0	344.0	25.0	0.0	0.0	461190.0	4686762.0
Sde-CTum_042-Ex1-cssl.clmp.fp2_r2_screen	64044.0	1226.0	6793.0	9869.0	3977.0	1771.0	694.0	298.0	12.0	0.0	0.0	455522.0	4693571.0
Sde-CTum_043-Ex1-cssl.clmp.fp2_r1_screen	78556.0	929.0	8348.0	9307.0	4989.0	2357.0	892.0	416.0	24.0	0.0	0.0	610893.0	5575740.0
Sde-CTum_043-Ex1-cssl.clmp.fp2_r2_screen	78322.0	902.0	8340.0	9086.0	4776.0	2326.0	906.0	435.0	21.0	0.0	0.0	605304.0	5582033.0
Sde-CTum_044-Ex1-cssl.clmp.fp2_r1_screen	58045.0	658.0	6226.0	8914.0	3558.0	1747.0	661.0	309.0	30.0	0.0	0.0	423074.0	3849907.0
Sde-CTum_044-Ex1-cssl.clmp.fp2_r2_screen	58789.0	660.0	6190.0	8667.0	3464.0	1647.0	703.0	319.0	15.0	0.0	0.0	417544.0	3855131.0
Sde-CTum_045-Ex1-cssl.clmp.fp2_r1_screen	86637.0	1164.0	9152.0	10145.0	5430.0	2463.0	964.0	457.0	43.0	0.0	0.0	671309.0	6574509.0
Sde-CTum_045-Ex1-cssl.clmp.fp2_r2_screen	87448.0	1148.0	8952.0	9555.0	5449.0	2436.0	984.0	437.0	18.0	0.0	0.0	664711.0	6581135.0
Sde-CTum_046-Ex1-cssl.clmp.fp2_r1_screen	101955.0	3062.0	11401.0	17265.0	6390.0	2956.0	1245.0	573.0	40.0	0.0	0.0	706445.0	7586046.0
Sde-CTum_046-Ex1-cssl.clmp.fp2_r2_screen	102394.0	3037.0	11075.0	16834.0	6280.0	2885.0	1167.0	552.0	19.0	0.0	0.0	700339.0	7592796.0
Sde-CTum_047-Ex1-cssl.clmp.fp2_r1_screen	67266.0	1544.0	7057.0	8856.0	4243.0	1818.0	751.0	308.0	19.0	0.0	0.0	410773.0	4782694.0
Sde-CTum_047-Ex1-cssl.clmp.fp2_r2_screen	67362.0	1568.0	7058.0	8803.0	3978.0	1765.0	770.0	304.0	7.0	0.0	0.0	407849.0	4785865.0
Sde-CTum_048-Ex1-cssl.clmp.fp2_r1_screen	81807.0	1790.0	8668.0	11829.0	5356.0	2332.0	944.0	446.0	40.0	0.0	0.0	608469.0	6346692.0
Sde-CTum_048-Ex1-cssl.clmp.fp2_r2_screen	82270.0	1761.0	8698.0	11483.0	5068.0	2339.0	891.0	471.0	21.0	0.0	0.0	601611.0	6353760.0
Sde-CTum_049-Ex1-cssl.clmp.fp2_r1_screen	41507.0	935.0	4551.0	6380.0	2678.0	1143.0	447.0	212.0	6.0	0.0	0.0	279063.0	3158119.0
Sde-CTum_049-Ex1-cssl.clmp.fp2_r2_screen	41346.0	910.0	4374.0	6072.0	2671.0	1069.0	457.0	213.0	12.0	0.0	0.0	275954.0	3161963.0
Sde-CTum_050-Ex1-cssl.clmp.fp2_r1_screen	24735.0	360.0	2632.0	3267.0	1552.0	719.0	283.0	145.0	5.0	0.0	0.0	180854.0	1664186.0
Sde-CTum_050-Ex1-cssl.clmp.fp2_r2_screen	24513.0	359.0	2542.0	3210.0	1507.0	712.0	271.0	120.0	6.0	0.0	0.0	178870.0	1666628.0
Sde-CTum_051-Ex1-cssl.clmp.fp2_r1_screen	53969.0	923.0	5700.0	7538.0	3349.0	1597.0	588.0	278.0	11.0	0.0	0.0	356280.0	4236061.0
Sde-CTum_051-Ex1-cssl.clmp.fp2_r2_screen	53818.0	916.0	5657.0	7097.0	3352.0	1568.0	616.0	284.0	10.0	0.0	0.0	352715.0	4240261.0
Sde-CTum_052-Ex1-cssl.clmp.fp2_r1_screen	47772.0	747.0	5153.0	6456.0	3050.0	1452.0	572.0	258.0	8.0	0.0	0.0	338589.0	3515014.0
Sde-CTum_052-Ex1-cssl.clmp.fp2_r2_screen	47841.0	786.0	5078.0	6383.0	3001.0	1286.0	562.0	272.0	5.0	0.0	0.0	333748.0	3520109.0
Sde-CTum_053-Ex1-cssl.clmp.fp2_r1_screen	62237.0	3234.0	6982.0	12021.0	4078.0	1776.0	885.0	359.0	17.0	0.0	0.0	497770.0	6040099.0
Sde-CTum_053-Ex1-cssl.clmp.fp2_r2_screen	62130.0	3253.0	6874.0	11576.0	4117.0	1709.0	865.0	323.0	13.0	0.0	0.0	492533.0	6046065.0
Sde-CTum_054-Ex1-cssl.clmp.fp2_r1_screen	75937.0	1484.0	8359.0	11445.0	4876.0	2196.0	876.0	414.0	15.0	0.0	0.0	518656.0	5719818.0
Sde-CTum_054-Ex1-cssl.clmp.fp2_r2_screen	76103.0	1462.0	8022.0	11330.0	4784.0	2158.0	875.0	396.0	19.0	0.0	0.0	513399.0	5725528.0
Sde-CTum_055-Ex1-cssl.clmp.fp2_r1_screen	63952.0	1196.0	6976.0	10612.0	4016.0	1812.0	759.0	325.0	26.0	0.0	0.0	422938.0	4369405.0
Sde-CTum_055-Ex1-cssl.clmp.fp2_r2_screen	63962.0	1241.0	6932.0	10259.0	3935.0	1793.0	719.0	343.0	18.0	0.0	0.0	418040.0	4374775.0
Sde-CTum_056-Ex1-cssl.clmp.fp2_r1_screen	24571.0	603.0	2563.0	4176.0	1484.0	699.0	315.0	141.0	3.0	0.0	0.0	167937.0	1926754.0
Sde-CTum_056-Ex1-cssl.clmp.fp2_r2_screen	24285.0	600.0	2627.0	4043.0	1517.0	700.0	251.0	137.0	5.0	0.0	0.0	165985.0	1929096.0
Sde-CTum_057-Ex1-cssl.clmp.fp2_r1_screen	46486.0	940.0	5073.0	5762.0	2802.0	1344.0	545.0	231.0	11.0	0.0	0.0	290576.0	3717228.0
Sde-CTum_057-Ex1-cssl.clmp.fp2_r2_screen	47031.0	938.0	4954.0	5569.0	2816.0	1271.0	534.0	228.0	14.0	0.0	0.0	288787.0	3718856.0
Sde-CTum_058-Ex1-cssl.clmp.fp2_r1_screen	69850.0	1291.0	7381.0	7983.0	4252.0	2023.0	847.0	374.0	15.0	0.0	0.0	520175.0	5621243.0
Sde-CTum_058-Ex1-cssl.clmp.fp2_r2_screen	69653.0	1237.0	7348.0	7572.0	4279.0	1979.0	828.0	382.0	23.0	0.0	0.0	514654.0	5627479.0
Sde-CTum_059-Ex1-cssl.clmp.fp2_r1_screen	79312.0	1984.0	9077.0	12238.0	5210.0	2337.0	950.0	475.0	15.0	0.0	0.0	555186.0	6502929.0
Sde-CTum_059-Ex1-cssl.clmp.fp2_r2_screen	79702.0	2016.0	8873.0	12017.0	5003.0	2420.0	938.0	406.0	14.0	0.0	0.0	548942.0	6509382.0
Sde-CTum_060-Ex1-cssl.clmp.fp2_r1_screen	48268.0	1555.0	5118.0	6588.0	3074.0	1377.0	491.0	247.0	10.0	0.0	0.0	347049.0	3782735.0
Sde-CTum_060-Ex1-cssl.clmp.fp2_r2_screen	48455.0	1466.0	4992.0	6383.0	2993.0	1340.0	543.0	227.0	9.0	0.0	0.0	344011.0	3786093.0
Sde-CTum_061-Ex1-cssl.clmp.fp2_r1_screen	45351.0	2564.0	4920.0	7161.0	3160.0	1333.0	554.0	263.0	13.0	0.0	0.0	346819.0	3767753.0
Sde-CTum_061-Ex1-cssl.clmp.fp2_r2_screen	45582.0	2470.0	5171.0	6815.0	3159.0	1231.0	516.0	243.0	9.0	0.0	0.0	342762.0	3771933.0
Sde-CTum_062-Ex1-cssl.clmp.fp2_r1_screen	78921.0	1849.0	9055.0	14986.0	5026.0	2336.0	829.0	382.0	17.0	0.0	0.0	531832.0	5705482.0
Sde-CTum_062-Ex1-cssl.clmp.fp2_r2_screen	78576.0	1843.0	8785.0	14397.0	4767.0	2271.0	866.0	368.0	25.0	0.0	0.0	525714.0	5713103.0
Sde-CTum_063-Ex1-cssl.clmp.fp2_r1_screen	43750.0	4919.0	5023.0	7886.0	2870.0	1252.0	494.0	251.0	8.0	0.0	0.0	306197.0	3338994.0
Sde-CTum_063-Ex1-cssl.clmp.fp2_r2_screen	43271.0	4940.0	4925.0	7747.0	2599.0	1182.0	525.0	223.0	17.0	0.0	0.0	302395.0	3343820.0
Sde-CTum_064-Ex1-cssl.clmp.fp2_r1_screen	33031.0	5707.0	4022.0	8946.0	2337.0	998.0	480.0	224.0	16.0	0.0	0.0	286754.0	2622976.0
Sde-CTum_064-Ex1-cssl.clmp.fp2_r2_screen	32854.0	5604.0	3895.0	8513.0	2312.0	926.0	457.0	226.0	6.0	0.0	0.0	283867.0	2626831.0
Sde-CVal_001-Ex1-cssl.clmp.fp2_r1_screen	12118.0	1149.0	1358.0	1894.0	798.0	365.0	121.0	95.0	2.0	0.0	0.0	172583.0	840826.0
Sde-CVal_001-Ex1-cssl.clmp.fp2_r2_screen	12065.0	1142.0	1306.0	1865.0	856.0	342.0	131.0	82.0	3.0	0.0	0.0	171041.0	842476.0
Sde-CVal_002-Ex1-cssl.clmp.fp2_r1_screen	25165.0	2415.0	2714.0	3313.0	1600.0	713.0	269.0	153.0	6.0	0.0	0.0	324368.0	1757403.0
Sde-CVal_002-Ex1-cssl.clmp.fp2_r2_screen	25251.0	2370.0	2749.0	3127.0	1598.0	661.0	289.0	154.0	6.0	0.0	0.0	321758.0	1760156.0
Sde-CVal_003-Ex1-cssl.clmp.fp2_r1_screen	63332.0	2583.0	6593.0	6189.0	3946.0	1820.0	657.0	286.0	22.0	0.0	0.0	589494.0	4504826.0
Sde-CVal_003-Ex1-cssl.clmp.fp2_r2_screen	64015.0	2484.0	6489.0	6001.0	3867.0	1761.0	675.0	294.0	10.0	0.0	0.0	585700.0	4508452.0
Sde-CVal_004-Ex1-cssl.clmp.fp2_r1_screen	9777.0	1711.0	1024.0	1496.0	655.0	302.0	109.0	48.0	6.0	0.0	0.0	210431.0	724159.0
