Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Snippy_mqc-generalstats-snippy-VariantTotal
Leq-ABas_026_Ex1-1F-cssl-1-2.2	20.29611641269662	46.0	150.0	9.090909090909092	4241329.0	
Leq-ABas_027_Ex1-2A2A-cssl-1and2-2.1	20.943107417842796	45.0	150.0	9.090909090909092	3162005.0	
Leq-ABas_027_Ex1-2A2A-cssl-1and2-2.2	19.943158217792217	46.0	150.0	9.090909090909092	3162005.0	
Leq-ABas_028_Ex1-2E-cssl-1-2.1	22.085426110493884	45.0	150.0	9.090909090909092	5516245.0	
Leq-ABas_028_Ex1-2E-cssl-1-2.2	20.558640623466047	45.0	150.0	9.090909090909092	5516245.0	
Leq-ABas_029_Ex1-3B-cssl-1-2.1	22.20422775431824	47.0	150.0	9.090909090909092	2549284.0	
Leq-ABas_029_Ex1-3B-cssl-1-2.2	20.58310073705792	47.0	150.0	9.090909090909092	2549284.0	
Leq-ABas_030_Ex1-3G3G-cssl-1and2-2.1	21.266398560690476	47.0	150.0	9.090909090909092	823104.0	
Leq-ABas_030_Ex1-3G3G-cssl-1and2-2.2	20.356072103702957	47.0	150.0	9.090909090909092	823104.0	
Leq-ABas_031_Ex1-4D4D-cssl-1and2-2.1	23.010241771429435	48.0	150.0	18.181818181818183	1284292.0	
Leq-ABas_031_Ex1-4D4D-cssl-1and2-2.2	18.7250355503177	48.0	150.0	9.090909090909092	1284292.0	
Leq-ABas_032_Ex1-5A5A-cssl-1and2-2.1	19.998804747970837	49.0	150.0	9.090909090909092	1135962.0	
Leq-ABas_032_Ex1-5A5A-cssl-1and2-2.2	18.68928064801439	49.0	150.0	9.090909090909092	1135962.0	
Leq-ABas_033_Ex1-5F-cssl-1-2.1	20.41178051958002	45.0	150.0	9.090909090909092	2903280.0	
Leq-ABas_033_Ex1-5F-cssl-1-2.2	19.530887499539034	45.0	150.0	9.090909090909092	2903280.0	
Leq-ABas_034_Ex1-6B6B-cssl-1and2-2.1	20.67552772987895	47.0	150.0	9.090909090909092	1761360.0	
Leq-ABas_034_Ex1-6B6B-cssl-1and2-2.2	19.434617508779567	47.0	150.0	9.090909090909092	1761360.0	
Leq-ABas_035_Ex1-6G6G-cssl-1and2-2.1	19.367620003771606	48.0	150.0	9.090909090909092	2016985.0	
Leq-ABas_035_Ex1-6G6G-cssl-1and2-2.2	17.88377993311282	48.0	150.0	9.090909090909092	2016985.0	
Leq-ABas_036_Ex1-7B7B-cssl-1and2-2.1	21.234197087301936	50.0	150.0	9.090909090909092	595084.0	
Leq-ABas_036_Ex1-7B7B-cssl-1and2-2.2	19.529464467879635	50.0	150.0	9.090909090909092	595084.0	
Leq-ABas_039_Ex1-2B-cssl-1-2.1	21.867175931209232	47.0	150.0	9.090909090909092	2354797.0	
Leq-ABas_039_Ex1-2B-cssl-1-2.2	20.45856089181001	48.0	150.0	9.090909090909092	2354797.0	
Leq-ABas_040_Ex1-2F2F-cssl-1and2-2.1	23.258597924502595	47.0	150.0	18.181818181818183	2313057.0	
Leq-ABas_040_Ex1-2F2F-cssl-1and2-2.2	20.400911006027385	47.0	150.0	9.090909090909092	2313057.0	
Leq-ABas_042_Ex1-3H-cssl-1-2.1	23.65330530099608	45.0	150.0	9.090909090909092	5934026.0	
Leq-ABas_042_Ex1-3H-cssl-1-2.2	22.606542019257674	45.0	150.0	9.090909090909092	5934026.0	
Leq-ABas_043_Ex1-4E4E-cssl-1and2-2.1	20.943601806414392	48.0	150.0	18.181818181818183	994987.0	
Leq-ABas_043_Ex1-4E4E-cssl-1and2-2.2	17.914264676690777	48.0	150.0	9.090909090909092	994987.0	
Leq-ABas_044_Ex1-5B5B-cssl-1and2-2.1	19.13819585173573	48.0	150.0	9.090909090909092	1232726.0	
Leq-ABas_044_Ex1-5B5B-cssl-1and2-2.2	17.998360932127994	48.0	150.0	9.090909090909092	1232726.0	
Leq-ABas_046_Ex1-6C6C-cssl-1and2-2.1	19.426145115310717	47.0	150.0	9.090909090909092	1775509.0	
Leq-ABas_046_Ex1-6C6C-cssl-1and2-2.2	17.789855532823466	47.0	150.0	9.090909090909092	1775509.0	
Leq-ABas_048_Ex1-7C7C-cssl-1and2-2.1	21.84605092796545	49.0	150.0	9.090909090909092	1295981.0	
Leq-ABas_048_Ex1-7C7C-cssl-1and2-2.2	19.572095329713164	49.0	150.0	9.090909090909092	1295981.0	
Leq-ABas_052_Ex1-2G2G-cssl-1and2-2.1	19.918163286382253	47.0	150.0	9.090909090909092	894841.0	
Leq-ABas_052_Ex1-2G2G-cssl-1and2-2.2	18.589893897201435	47.0	150.0	9.090909090909092	894841.0	
Leq-ABas_053_Ex1-3D3D-cssl-1and2-2.1	24.16303074147325	46.0	150.0	9.090909090909092	4220465.0	
Leq-ABas_053_Ex1-3D3D-cssl-1and2-2.2	21.55019708777951	46.0	150.0	9.090909090909092	4220465.0	
Leq-ABas_056_Ex1-5C5C-cssl-1and2-2.1	21.160028699846507	48.0	150.0	18.181818181818183	1963737.0	
Leq-ABas_056_Ex1-5C5C-cssl-1and2-2.2	18.478500482032402	48.0	150.0	9.090909090909092	1963737.0	
Leq-ABas_058_Ex1-6D6D-cssl-1and2-2.1	19.742581773908924	45.0	150.0	9.090909090909092	3902751.0	
Leq-ABas_058_Ex1-6D6D-cssl-1and2-2.2	18.31404324108138	45.0	150.0	9.090909090909092	3902751.0	
Leq-CMig_006-Ex1-5E-cssl-1-2.1	39.57244101333407	45.0	150.0	9.090909090909092	301603.0	
Leq-CMig_006-Ex1-5E-cssl-1-2.2	38.99037658479095	45.0	150.0	9.090909090909092	301603.0	
Leq-CMig_016-Ex1-4A-cssl-1-2.1	40.098544022294355	46.0	150.0	9.090909090909092	401623.0	
Leq-CMig_016-Ex1-4A-cssl-1-2.2	39.5558302847712	46.0	150.0	9.090909090909092	401623.0	
Leq-CMig_020-Ex1-2A-cssl-1-2.1	45.16936692821661	44.0	150.0	9.090909090909092	267670.0	
Leq-CMig_020-Ex1-2A-cssl-1-2.2	44.39928238058709	44.0	150.0	9.090909090909092	267670.0	
Leq-CMig_030-Ex1-8G-cssl-1-2.1	46.60119734508476	46.0	150.0	9.090909090909092	129119.0	
Leq-CMig_030-Ex1-8G-cssl-1-2.2	44.91515578652251	46.0	150.0	18.181818181818183	129119.0	
Leq-CMig_042-Ex1-6A-cssl-1-2.1	40.83999751947487	45.0	150.0	9.090909090909092	278499.0	
Leq-CMig_042-Ex1-6A-cssl-1-2.2	40.13054628142561	45.0	150.0	9.090909090909092	278499.0	
Leq-CMig_058-Ex1-2B-cssl-1-2.1	43.601138035531775	44.0	150.0	9.090909090909092	271007.0	
Leq-CMig_058-Ex1-2B-cssl-1-2.2	42.76446456594063	44.0	150.0	9.090909090909092	271007.0	
mqc-1228750						0
