Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	nt	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
Sgr-CMas_010-Ex1-cssl.clmp.fp2_r2_screen	23507.0	1638.0	257.0	1176.0	460.0	498.0	219.0	92.0	9.0	nan	0.0	0.0	522461.0	700118.0
Sgr-CMas_011-Ex1-cssl.clmp.fp2_r1_screen	30362.0	2677.0	341.0	1698.0	647.0	603.0	222.0	89.0	32.0	nan	0.0	0.0	693660.0	895516.0
Sgr-CMas_011-Ex1-cssl.clmp.fp2_r2_screen	32297.0	2242.0	322.0	1483.0	558.0	553.0	424.0	120.0	11.0	nan	0.0	0.0	694109.0	893728.0
Sgr-CMas_012-Ex1-cssl.clmp.fp2_r1_screen	40336.0	2753.0	426.0	1843.0	1041.0	828.0	638.0	184.0	7.0	nan	0.0	0.0	839784.0	1201685.0
Sgr-CMas_012-Ex1-cssl.clmp.fp2_r2_screen	39729.0	2630.0	390.0	1886.0	839.0	609.0	379.0	240.0	16.0	nan	0.0	0.0	848226.0	1194581.0
Sgr-CMas_013-Ex1-cssl.clmp.fp2_r1_screen	45531.0	3414.0	657.0	1808.0	1251.0	936.0	415.0	193.0	49.0	nan	0.0	0.0	730879.0	1371232.0
Sgr-CMas_013-Ex1-cssl.clmp.fp2_r2_screen	45435.0	2681.0	676.0	2634.0	1103.0	816.0	552.0	257.0	10.0	nan	0.0	0.0	739594.0	1362607.0
Sgr-CMas_014-Ex1-cssl.clmp.fp2_r1_screen	31689.0	2293.0	440.0	1857.0	878.0	434.0	281.0	117.0	6.0	nan	0.0	0.0	611243.0	978331.0
Sgr-CMas_014-Ex1-cssl.clmp.fp2_r2_screen	32319.0	2352.0	475.0	1654.0	707.0	516.0	396.0	157.0	3.0	nan	0.0	0.0	609194.0	979796.0
Sgr-CMas_015-Ex1-cssl.clmp.fp2_r1_screen	57031.0	4257.0	856.0	2811.0	1616.0	1044.0	419.0	298.0	19.0	nan	0.0	0.0	1123727.0	1678323.0
Sgr-CMas_015-Ex1-cssl.clmp.fp2_r2_screen	56789.0	4248.0	817.0	2771.0	1672.0	1116.0	643.0	268.0	8.0	nan	0.0	0.0	1127191.0	1674878.0
Sgr-CMas_016-Ex1-cssl.clmp.fp2_r1_screen	50011.0	3554.0	774.0	2320.0	1164.0	825.0	577.0	312.0	14.0	nan	0.0	0.0	857293.0	1535922.0
Sgr-CMas_016-Ex1-cssl.clmp.fp2_r2_screen	50032.0	3352.0	891.0	2545.0	1120.0	763.0	684.0	236.0	19.0	nan	0.0	0.0	861617.0	1531507.0
Sgr-CMas_017-Ex1-cssl.clmp.fp2_r1_screen	34200.0	2461.0	757.0	2084.0	679.0	535.0	353.0	119.0	4.0	nan	0.0	0.0	552976.0	994941.0
Sgr-CMas_017-Ex1-cssl.clmp.fp2_r2_screen	31560.0	2495.0	693.0	1904.0	636.0	473.0	347.0	121.0	39.0	nan	0.0	0.0	557648.0	993193.0
Sgr-CMas_018-Ex1-cssl.clmp.fp2_r1_screen	32994.0	2124.0	443.0	1893.0	734.0	561.0	346.0	210.0	10.0	nan	0.0	0.0	641682.0	957984.0
Sgr-CMas_018-Ex1-cssl.clmp.fp2_r2_screen	31739.0	2134.0	476.0	1696.0	635.0	477.0	280.0	101.0	9.0	nan	0.0	0.0	642958.0	958476.0
Sgr-CMas_019-Ex1-cssl.clmp.fp2_r1_screen	30693.0	2265.0	425.0	1670.0	739.0	607.0	196.0	61.0	9.0	nan	0.0	0.0	672679.0	917963.0
Sgr-CMas_019-Ex1-cssl.clmp.fp2_r2_screen	29908.0	1941.0	407.0	1450.0	727.0	445.0	392.0	76.0	4.0	nan	0.0	0.0	677411.0	914546.0
Sgr-CMas_020-Ex1-cssl.clmp.fp2_r1_screen	28732.0	2030.0	393.0	1534.0	700.0	539.0	371.0	86.0	23.0	nan	0.0	0.0	640139.0	864460.0
Sgr-CMas_020-Ex1-cssl.clmp.fp2_r2_screen	30509.0	2205.0	396.0	1461.0	969.0	474.0	313.0	104.0	5.0	nan	0.0	0.0	639650.0	862921.0
Sgr-CMas_021-Ex1-cssl.clmp.fp2_r1_screen	24617.0	2084.0	268.0	1415.0	846.0	423.0	417.0	103.0	1.0	nan	0.0	0.0	491495.0	696330.0
Sgr-CMas_021-Ex1-cssl.clmp.fp2_r2_screen	25770.0	1782.0	263.0	1164.0	599.0	398.0	342.0	87.0	0.0	nan	0.0	0.0	491752.0	695842.0
Sgr-CMas_022-Ex1-cssl.clmp.fp2_r1_screen	48737.0	3226.0	628.0	2533.0	1222.0	830.0	517.0	304.0	3.0	nan	0.0	0.0	924185.0	1378268.0
Sgr-CMas_022-Ex1-cssl.clmp.fp2_r2_screen	48111.0	3340.0	532.0	2358.0	1130.0	775.0	512.0	224.0	8.0	nan	0.0	0.0	924015.0	1379448.0
Sgr-CMas_023-Ex1-cssl.clmp.fp2_r1_screen	42831.0	2652.0	467.0	2429.0	856.0	881.0	485.0	148.0	28.0	nan	0.0	0.0	841391.0	1188447.0
Sgr-CMas_023-Ex1-cssl.clmp.fp2_r2_screen	41223.0	2934.0	622.0	1996.0	822.0	700.0	561.0	229.0	42.0	nan	0.0	0.0	846784.0	1184702.0
Sgr-CMas_024-Ex1-cssl.clmp.fp2_r1_screen	44753.0	2734.0	578.0	2128.0	1260.0	830.0	241.0	235.0	36.0	nan	0.0	0.0	878092.0	1321984.0
Sgr-CMas_024-Ex1-cssl.clmp.fp2_r2_screen	42837.0	3029.0	582.0	2035.0	1213.0	817.0	452.0	220.0	11.0	nan	0.0	0.0	884647.0	1317028.0
Sgr-CMas_026-Ex1-cssl.clmp.fp2_r1_screen	32396.0	2367.0	531.0	1497.0	657.0	523.0	201.0	97.0	6.0	nan	0.0	0.0	750704.0	871330.0
Sgr-CMas_026-Ex1-cssl.clmp.fp2_r2_screen	33567.0	2183.0	503.0	1743.0	666.0	492.0	347.0	173.0	35.0	nan	0.0	0.0	755746.0	864854.0
Sgr-CMas_028-Ex1-cssl.clmp.fp2_r1_screen	51728.0	3382.0	3339.0	2682.0	1411.0	804.0	590.0	233.0	15.0	nan	0.0	0.0	966071.0	1557674.0
Sgr-CMas_028-Ex1-cssl.clmp.fp2_r2_screen	53252.0	3605.0	3313.0	2867.0	1343.0	875.0	585.0	270.0	6.0	nan	0.0	0.0	971903.0	1549910.0
Sgr-CMas_030-Ex1-cssl.clmp.fp2_r1_screen	54067.0	4215.0	963.0	3338.0	1348.0	1101.0	513.0	229.0	76.0	nan	0.0	0.0	1079744.0	1532903.0
Sgr-CMas_030-Ex1-cssl.clmp.fp2_r2_screen	55407.0	3795.0	968.0	2443.0	1083.0	1153.0	591.0	208.0	18.0	nan	0.0	0.0	1085820.0	1527011.0
Sgr-CMas_031-Ex1-cssl.clmp.fp2_r1_screen	33337.0	2029.0	563.0	1695.0	840.0	458.0	258.0	124.0	10.0	nan	0.0	0.0	583594.0	913238.0
Sgr-CMas_031-Ex1-cssl.clmp.fp2_r2_screen	31851.0	2137.0	424.0	2090.0	726.0	625.0	222.0	147.0	0.0	nan	0.0	0.0	582535.0	915389.0
Sgr-CMas_032-Ex1-cssl.clmp.fp2_r1_screen	47252.0	3791.0	795.0	2558.0	1504.0	806.0	624.0	214.0	30.0	nan	0.0	0.0	895843.0	1427743.0
Sgr-CMas_032-Ex1-cssl.clmp.fp2_r2_screen	47196.0	3309.0	795.0	2595.0	1520.0	836.0	489.0	248.0	6.0	nan	0.0	0.0	899042.0	1425124.0
Sgr-CMas_033-Ex1-cssl.clmp.fp2_r1_screen	18924.0	1204.0	528.0	833.0	367.0	314.0	208.0	78.0	1.0	nan	0.0	0.0	362026.0	536432.0
Sgr-CMas_033-Ex1-cssl.clmp.fp2_r2_screen	18496.0	1259.0	515.0	1126.0	550.0	325.0	238.0	55.0	4.0	nan	0.0	0.0	366887.0	531460.0
Sgr-CMas_034-Ex1-cssl.clmp.fp2_r1_screen	56029.0	4293.0	848.0	2613.0	1701.0	1188.0	442.0	248.0	70.0	nan	0.0	0.0	1149142.0	1671777.0
Sgr-CMas_034-Ex1-cssl.clmp.fp2_r2_screen	55396.0	3808.0	759.0	2834.0	1314.0	1100.0	503.0	279.0	54.0	nan	0.0	0.0	1151105.0	1671199.0
Sgr-CMas_035-Ex1-cssl.clmp.fp2_r1_screen	44922.0	3560.0	760.0	2359.0	1323.0	785.0	520.0	220.0	1.0	nan	0.0	0.0	855894.0	1311632.0
Sgr-CMas_035-Ex1-cssl.clmp.fp2_r2_screen	44693.0	3545.0	646.0	2561.0	1163.0	785.0	389.0	280.0	58.0	nan	0.0	0.0	862223.0	1305633.0
Sgr-CMas_036-Ex1-cssl.clmp.fp2_r1_screen	34166.0	2687.0	536.0	1599.0	1007.0	771.0	435.0	136.0	4.0	nan	0.0	0.0	779398.0	964640.0
Sgr-CMas_036-Ex1-cssl.clmp.fp2_r2_screen	34916.0	2247.0	452.0	1647.0	759.0	691.0	436.0	212.0	7.0	nan	0.0	0.0	786335.0	957677.0
Sgr-CMas_038-Ex1-cssl.clmp.fp2_r1_screen	61900.0	3916.0	947.0	3304.0	1526.0	869.0	681.0	270.0	36.0	nan	0.0	0.0	1179180.0	1809284.0
Sgr-CMas_038-Ex1-cssl.clmp.fp2_r2_screen	62156.0	3576.0	795.0	3208.0	1411.0	1047.0	827.0	271.0	58.0	nan	0.0	0.0	1186016.0	1802548.0
Sgr-CMas_040-Ex1-cssl.clmp.fp2_r1_screen	48035.0	3487.0	578.0	2370.0	1495.0	820.0	574.0	138.0	14.0	nan	0.0	0.0	829830.0	1577495.0
Sgr-CMas_040-Ex1-cssl.clmp.fp2_r2_screen	47234.0	3225.0	442.0	2475.0	1215.0	828.0	650.0	211.0	19.0	nan	0.0	0.0	833754.0	1574783.0
Sgr-CMas_042-Ex1-cssl.clmp.fp2_r1_screen	27466.0	1852.0	523.0	1410.0	795.0	514.0	394.0	107.0	0.0	nan	0.0	0.0	611613.0	826512.0
Sgr-CMas_042-Ex1-cssl.clmp.fp2_r2_screen	27813.0	2149.0	491.0	1551.0	721.0	452.0	287.0	217.0	11.0	nan	0.0	0.0	614513.0	822981.0
Sgr-CMas_043-Ex1-cssl.clmp.fp2_r1_screen	50947.0	3760.0	900.0	2764.0	1596.0	1036.0	431.0	142.0	6.0	nan	0.0	0.0	1089855.0	1374198.0
Sgr-CMas_043-Ex1-cssl.clmp.fp2_r2_screen	51296.0	3475.0	885.0	2662.0	1178.0	768.0	374.0	190.0	3.0	nan	0.0	0.0	1098689.0	1366115.0
Sgr-CMas_044-Ex1-cssl.clmp.fp2_r1_screen	23979.0	1863.0	414.0	1666.0	867.0	698.0	314.0	98.0	2.0	nan	0.0	0.0	552000.0	702648.0
Sgr-CMas_044-Ex1-cssl.clmp.fp2_r2_screen	25059.0	1955.0	387.0	1029.0	528.0	505.0	167.0	103.0	6.0	nan	0.0	0.0	551520.0	703290.0
Sgr-CMas_045-Ex1-cssl.clmp.fp2_r1_screen	45978.0	3739.0	1094.0	2096.0	1185.0	885.0	412.0	214.0	10.0	nan	0.0	0.0	789743.0	1340719.0
Sgr-CMas_045-Ex1-cssl.clmp.fp2_r2_screen	44652.0	2951.0	931.0	2605.0	1081.0	888.0	492.0	180.0	47.0	nan	0.0	0.0	789124.0	1343124.0
Sgr-CMas_046-Ex1-cssl.clmp.fp2_r1_screen	1092.0	180.0	156.0	62.0	35.0	14.0	16.0	7.0	0.0	nan	0.0	0.0	26887.0	56855.0
Sgr-CMas_046-Ex1-cssl.clmp.fp2_r2_screen	1107.0	167.0	156.0	69.0	24.0	22.0	12.0	2.0	0.0	nan	0.0	0.0	27129.0	56616.0
Sgr-CMas_047-Ex1-cssl.clmp.fp2_r1_screen	66681.0	5559.0	878.0	3735.0	1980.0	1180.0	705.0	306.0	11.0	nan	0.0	0.0	1415923.0	2153268.0
Sgr-CMas_047-Ex1-cssl.clmp.fp2_r2_screen	69935.0	5041.0	892.0	3624.0	2025.0	1365.0	646.0	335.0	16.0	nan	0.0	0.0	1425855.0	2140492.0
Sgr-CMas_048-Ex1-cssl.clmp.fp2_r1_screen	28603.0	1957.0	394.0	1558.0	765.0	444.0	252.0	95.0	12.0	nan	0.0	0.0	619331.0	803794.0
Sgr-CMas_048-Ex1-cssl.clmp.fp2_r2_screen	27482.0	2300.0	465.0	1144.0	558.0	623.0	299.0	87.0	4.0	nan	0.0	0.0	619138.0	805105.0
Sgr-CMas_049-Ex1-cssl.clmp.fp2_r1_screen	48663.0	3823.0	640.0	2444.0	1820.0	741.0	548.0	183.0	18.0	nan	0.0	0.0	907022.0	1794605.0
Sgr-CMas_049-Ex1-cssl.clmp.fp2_r2_screen	50837.0	4138.0	650.0	2834.0	1436.0	1044.0	458.0	276.0	7.0	nan	0.0	0.0	908363.0	1790464.0
Sgr-CMas_050-Ex1-cssl.clmp.fp2_r1_screen	65965.0	4935.0	1396.0	3309.0	1524.0	1930.0	776.0	209.0	68.0	nan	0.0	0.0	1238545.0	1880412.0
Sgr-CMas_050-Ex1-cssl.clmp.fp2_r2_screen	66108.0	4582.0	1206.0	2858.0	1375.0	946.0	590.0	210.0	12.0	nan	0.0	0.0	1244929.0	1876253.0
Sgr-CMas_052-Ex1-cssl.clmp.fp2_r1_screen	29203.0	2067.0	329.0	1714.0	883.0	556.0	448.0	91.0	10.0	nan	0.0	0.0	739441.0	820690.0
Sgr-CMas_052-Ex1-cssl.clmp.fp2_r2_screen	30977.0	2345.0	437.0	1479.0	719.0	586.0	460.0	157.0	8.0	nan	0.0	0.0	741403.0	816861.0
Sgr-CMas_054-Ex1-cssl.clmp.fp2_r1_screen	38728.0	2593.0	647.0	2004.0	881.0	620.0	334.0	182.0	4.0	nan	0.0	0.0	813206.0	1012693.0
Sgr-CMas_054-Ex1-cssl.clmp.fp2_r2_screen	37808.0	2861.0	652.0	1925.0	930.0	755.0	311.0	217.0	24.0	nan	0.0	0.0	815026.0	1011383.0
Sgr-CMas_055-Ex1-cssl.clmp.fp2_r1_screen	513.0	98.0	130.0	36.0	12.0	14.0	11.0	6.0	0.0	nan	0.0	0.0	18707.0	24481.0
Sgr-CMas_055-Ex1-cssl.clmp.fp2_r2_screen	520.0	83.0	135.0	33.0	11.0	11.0	3.0	1.0	0.0	nan	0.0	0.0	18871.0	24340.0
Sgr-CMas_056-Ex1-cssl.clmp.fp2_r1_screen	22216.0	1679.0	797.0	1115.0	666.0	420.0	197.0	134.0	9.0	nan	0.0	0.0	439697.0	657931.0
Sgr-CMas_056-Ex1-cssl.clmp.fp2_r2_screen	21543.0	1458.0	874.0	1023.0	390.0	353.0	213.0	67.0	11.0	nan	0.0	0.0	450672.0	648257.0
Sgr-CMas_057-Ex1-cssl.clmp.fp2_r1_screen	27065.0	1810.0	567.0	1210.0	561.0	462.0	240.0	189.0	7.0	nan	0.0	0.0	583016.0	724435.0
Sgr-CMas_057-Ex1-cssl.clmp.fp2_r2_screen	28023.0	1995.0	522.0	1285.0	760.0	430.0	363.0	116.0	22.0	nan	0.0	0.0	584424.0	721622.0
Sgr-CMas_058-Ex1-cssl.clmp.fp2_r1_screen	59771.0	3873.0	797.0	3052.0	1512.0	905.0	847.0	204.0	34.0	nan	0.0	0.0	1148829.0	1778760.0
Sgr-CMas_058-Ex1-cssl.clmp.fp2_r2_screen	58035.0	4030.0	680.0	2891.0	1425.0	1180.0	668.0	255.0	7.0	nan	0.0	0.0	1152453.0	1776960.0
Sgr-CMas_059-Ex1-cssl.clmp.fp2_r1_screen	26223.0	1641.0	274.0	1605.0	696.0	507.0	410.0	100.0	3.0	nan	0.0	0.0	630561.0	762596.0
Sgr-CMas_059-Ex1-cssl.clmp.fp2_r2_screen	27232.0	1830.0	353.0	1336.0	590.0	526.0	307.0	75.0	19.0	nan	0.0	0.0	633883.0	758465.0
Sgr-CMas_061-Ex1-cssl.clmp.fp2_r1_screen	46263.0	3614.0	743.0	2342.0	1577.0	717.0	611.0	250.0	25.0	nan	0.0	0.0	882421.0	1413135.0
Sgr-CMas_061-Ex1-cssl.clmp.fp2_r2_screen	45423.0	3377.0	524.0	2260.0	1293.0	1031.0	717.0	160.0	4.0	nan	0.0	0.0	884715.0	1412194.0
Sgr-CMas_062-Ex1-cssl.clmp.fp2_r1_screen	43126.0	3292.0	646.0	2446.0	937.0	736.0	550.0	291.0	15.0	nan	0.0	0.0	848838.0	1312036.0
Sgr-CMas_062-Ex1-cssl.clmp.fp2_r2_screen	43219.0	3404.0	595.0	2384.0	1165.0	818.0	686.0	250.0	9.0	nan	0.0	0.0	841045.0	1319338.0
Sgr-CMas_063-Ex1-cssl.clmp.fp2_r1_screen	69937.0	5032.0	963.0	3981.0	2504.0	1496.0	727.0	242.0	23.0	nan	0.0	0.0	1325297.0	2331379.0
Sgr-CMas_063-Ex1-cssl.clmp.fp2_r2_screen	71562.0	4843.0	1302.0	3873.0	1797.0	1231.0	759.0	340.0	11.0	nan	0.0	0.0	1337206.0	2318657.0
Sgr-CMas_065-Ex1-cssl.clmp.fp2_r1_screen	24355.0	1779.0	471.0	1231.0	1004.0	509.0	292.0	112.0	6.0	nan	0.0	0.0	434456.0	721215.0
Sgr-CMas_065-Ex1-cssl.clmp.fp2_r2_screen	23956.0	1725.0	385.0	1108.0	682.0	277.0	218.0	65.0	2.0	nan	0.0	0.0	437456.0	719556.0
Sgr-CMas_067-Ex1-cssl.clmp.fp2_r1_screen	30774.0	2065.0	295.0	1497.0	616.0	405.0	244.0	110.0	7.0	nan	0.0	0.0	626872.0	833468.0
Sgr-CMas_067-Ex1-cssl.clmp.fp2_r2_screen	29485.0	1932.0	326.0	1447.0	837.0	538.0	318.0	97.0	7.0	nan	0.0	0.0	635829.0	825537.0
Sgr-CMas_069-Ex1-cssl.clmp.fp2_r1_screen	26501.0	2194.0	542.0	1802.0	742.0	567.0	282.0	132.0	15.0	nan	0.0	0.0	577049.0	750178.0
Sgr-CMas_069-Ex1-cssl.clmp.fp2_r2_screen	29073.0	2340.0	686.0	1663.0	627.0	692.0	211.0	152.0	6.0	nan	0.0	0.0	581176.0	743378.0
Sgr-CMas_071-Ex1-cssl.clmp.fp2_r1_screen	25961.0	1542.0	329.0	1380.0	862.0	524.0	227.0	72.0	8.0	nan	0.0	0.0	496692.0	774788.0
Sgr-CMas_071-Ex1-cssl.clmp.fp2_r2_screen	26556.0	1567.0	364.0	1466.0	611.0	590.0	206.0	88.0	10.0	nan	0.0	0.0	498092.0	772835.0
Sgr-CMas_074-Ex1-cssl.clmp.fp2_r1_screen	33874.0	2596.0	434.0	1901.0	796.0	822.0	338.0	171.0	7.0	nan	0.0	0.0	709015.0	886785.0
Sgr-CMas_074-Ex1-cssl.clmp.fp2_r2_screen	33545.0	2475.0	467.0	1862.0	908.0	655.0	291.0	138.0	5.0	nan	0.0	0.0	709608.0	886785.0
Sgr-CMas_077-Ex1-cssl.clmp.fp2_r1_screen	56509.0	3736.0	1089.0	2912.0	1328.0	1008.0	512.0	219.0	18.0	nan	0.0	0.0	979807.0	1734843.0
Sgr-CMas_077-Ex1-cssl.clmp.fp2_r2_screen	58963.0	4008.0	882.0	2940.0	1517.0	1067.0	460.0	214.0	10.0	nan	0.0	0.0	985979.0	1725941.0
Sgr-CMas_083-Ex1-cssl.clmp.fp2_r1_screen	49830.0	4085.0	498.0	2893.0	1183.0	864.0	401.0	200.0	26.0	nan	0.0	0.0	944642.0	1324124.0
Sgr-CMas_083-Ex1-cssl.clmp.fp2_r2_screen	49994.0	3924.0	622.0	2504.0	1002.0	848.0	478.0	241.0	2.0	nan	0.0	0.0	951760.0	1317371.0
Sgr-CMas_090-Ex1-cssl.clmp.fp2_r1_screen	34660.0	3027.0	614.0	1541.0	811.0	706.0	276.0	135.0	33.0	nan	0.0	0.0	782201.0	932933.0
Sgr-CMas_090-Ex1-cssl.clmp.fp2_r2_screen	34915.0	2637.0	752.0	1725.0	662.0	745.0	331.0	162.0	35.0	nan	0.0	0.0	783621.0	931352.0
Sgr-CMas_091-Ex1-cssl.clmp.fp2_r1_screen	365483.0	27891.0	6709.0	18515.0	8197.0	9106.0	5001.0	1886.0	140.0	nan	0.0	0.0	6568272.0	11735324.0
Sgr-CMas_091-Ex1-cssl.clmp.fp2_r2_screen	365283.0	27571.0	6600.0	17078.0	8834.0	8794.0	4319.0	1807.0	139.0	nan	0.0	0.0	6649511.0	11656588.0
Sgr-CMas_092-Ex1-cssl.clmp.fp2_r1_screen	20245.0	1444.0	386.0	1122.0	335.0	241.0	239.0	69.0	0.0	nan	0.0	0.0	417422.0	526068.0
Sgr-CMas_092-Ex1-cssl.clmp.fp2_r2_screen	18800.0	1279.0	376.0	809.0	543.0	332.0	328.0	93.0	18.0	nan	0.0	0.0	420764.0	524229.0
Sgr-CMvi_001-Ex1-cssl.clmp.fp2_r1_screen	20347.0	1543.0	355.0	902.0	686.0	594.0	242.0	87.0	3.0	nan	0.0	0.0	451100.0	643808.0
Sgr-CMvi_001-Ex1-cssl.clmp.fp2_r2_screen	22025.0	1842.0	291.0	941.0	489.0	280.0	146.0	55.0	3.0	nan	0.0	0.0	449227.0	644368.0
Sgr-CMvi_003-Ex1-cssl.clmp.fp2_r1_screen	31816.0	2746.0	557.0	1819.0	724.0	857.0	147.0	67.0	5.0	nan	0.0	0.0	732959.0	1070061.0
Sgr-CMvi_003-Ex1-cssl.clmp.fp2_r2_screen	32007.0	2057.0	557.0	1592.0	769.0	567.0	313.0	173.0	1.0	nan	0.0	0.0	737713.0	1066009.0
Sgr-CMvi_004-Ex1-cssl.clmp.fp2_r1_screen	9721.0	727.0	271.0	567.0	353.0	174.0	39.0	26.0	1.0	nan	0.0	0.0	195990.0	343800.0
Sgr-CMvi_004-Ex1-cssl.clmp.fp2_r2_screen	9350.0	660.0	251.0	545.0	171.0	94.0	117.0	36.0	9.0	nan	0.0	0.0	196747.0	343689.0
Sgr-CMvi_005-Ex1-cssl.clmp.fp2_r1_screen	19653.0	1053.0	277.0	985.0	703.0	375.0	357.0	107.0	1.0	nan	0.0	0.0	323613.0	769748.0
Sgr-CMvi_005-Ex1-cssl.clmp.fp2_r2_screen	19202.0	1237.0	315.0	928.0	454.0	379.0	120.0	67.0	4.0	nan	0.0	0.0	326764.0	767402.0
Sgr-CMvi_007-Ex1-cssl.clmp.fp2_r1_screen	12879.0	873.0	7114.0	602.0	334.0	179.0	197.0	56.0	0.0	nan	0.0	0.0	280086.0	442309.0
Sgr-CMvi_007-Ex1-cssl.clmp.fp2_r2_screen	13156.0	890.0	7006.0	498.0	320.0	238.0	164.0	31.0	0.0	nan	0.0	0.0	281283.0	441043.0
Sgr-CMvi_008-Ex1-cssl.clmp.fp2_r1_screen	12050.0	907.0	250.0	547.0	238.0	228.0	74.0	54.0	1.0	nan	0.0	0.0	225143.0	431352.0
Sgr-CMvi_008-Ex1-cssl.clmp.fp2_r2_screen	11508.0	1053.0	215.0	550.0	273.0	254.0	77.0	11.0	1.0	nan	0.0	0.0	224678.0	432224.0
Sgr-CMvi_009-Ex1-cssl.clmp.fp2_r1_screen	22364.0	1297.0	236.0	1024.0	661.0	328.0	93.0	48.0	2.0	nan	0.0	0.0	408085.0	723253.0
Sgr-CMvi_009-Ex1-cssl.clmp.fp2_r2_screen	22384.0	1714.0	369.0	1246.0	499.0	310.0	182.0	79.0	3.0	nan	0.0	0.0	412097.0	718508.0
Sgr-CMvi_010-Ex1-cssl.clmp.fp2_r1_screen	38086.0	2754.0	796.0	1611.0	1297.0	500.0	332.0	204.0	106.0	nan	0.0	0.0	774923.0	1203086.0
Sgr-CMvi_010-Ex1-cssl.clmp.fp2_r2_screen	38029.0	2540.0	825.0	1862.0	1065.0	521.0	318.0	106.0	1.0	nan	0.0	0.0	775544.0	1202884.0
Sgr-CMvi_012-Ex1-cssl.clmp.fp2_r1_screen	41953.0	3013.0	647.0	2170.0	973.0	728.0	289.0	123.0	56.0	nan	0.0	0.0	762273.0	1337086.0
Sgr-CMvi_012-Ex1-cssl.clmp.fp2_r2_screen	41866.0	3031.0	731.0	1922.0	1196.0	578.0	271.0	128.0	13.0	nan	0.0	0.0	765713.0	1333862.0
Sgr-CMvi_013-Ex1-cssl.clmp.fp2_r1_screen	2519.0	141.0	228.0	126.0	62.0	36.0	16.0	19.0	0.0	nan	0.0	0.0	67886.0	104704.0
Sgr-CMvi_013-Ex1-cssl.clmp.fp2_r2_screen	2901.0	175.0	210.0	227.0	59.0	62.0	17.0	8.0	0.0	nan	0.0	0.0	67620.0	104458.0
Sgr-CMvi_015-Ex1-cssl.clmp.fp2_r1_screen	13480.0	994.0	181.0	681.0	278.0	257.0	117.0	48.0	0.0	nan	0.0	0.0	268579.0	443114.0
Sgr-CMvi_015-Ex1-cssl.clmp.fp2_r2_screen	12650.0	825.0	179.0	612.0	290.0	190.0	144.0	159.0	1.0	nan	0.0	0.0	271603.0	441076.0
Sgr-CMvi_016-Ex1-cssl.clmp.fp2_r1_screen	6599.0	385.0	3126.0	242.0	112.0	226.0	36.0	15.0	0.0	nan	0.0	0.0	149800.0	221607.0
Sgr-CMvi_016-Ex1-cssl.clmp.fp2_r2_screen	6617.0	417.0	2931.0	303.0	114.0	84.0	34.0	50.0	0.0	nan	0.0	0.0	150793.0	220805.0
Sgr-CMvi_017-Ex1-cssl.clmp.fp2_r1_screen	53957.0	3730.0	947.0	2949.0	1887.0	795.0	523.0	164.0	11.0	nan	0.0	0.0	1027068.0	1912179.0
Sgr-CMvi_017-Ex1-cssl.clmp.fp2_r2_screen	56673.0	4016.0	1075.0	2671.0	1814.0	800.0	413.0	194.0	13.0	nan	0.0	0.0	1023160.0	1913381.0
Sgr-CMvi_018-Ex1-cssl.clmp.fp2_r1_screen	27029.0	2157.0	333.0	1713.0	633.0	395.0	173.0	112.0	1.0	nan	0.0	0.0	517890.0	1008872.0
Sgr-CMvi_018-Ex1-cssl.clmp.fp2_r2_screen	30372.0	2496.0	482.0	1569.0	718.0	569.0	196.0	95.0	2.0	nan	0.0	0.0	521266.0	1001543.0
Sgr-CMvi_019-Ex1-cssl.clmp.fp2_r1_screen	7675.0	657.0	3693.0	253.0	165.0	107.0	86.0	15.0	0.0	nan	0.0	0.0	192179.0	268764.0
Sgr-CMvi_019-Ex1-cssl.clmp.fp2_r2_screen	7950.0	622.0	3394.0	424.0	204.0	132.0	109.0	40.0	0.0	nan	0.0	0.0	191955.0	268764.0
Sgr-CMvi_020-Ex1-cssl.clmp.fp2_r1_screen	5928.0	478.0	3533.0	321.0	79.0	230.0	40.0	19.0	1.0	nan	0.0	0.0	155903.0	216299.0
Sgr-CMvi_020-Ex1-cssl.clmp.fp2_r2_screen	6366.0	384.0	3539.0	295.0	137.0	110.0	80.0	24.0	1.0	nan	0.0	0.0	158429.0	213466.0
Sgr-CMvi_023-Ex1-cssl.clmp.fp2_r1_screen	892.0	73.0	215.0	34.0	24.0	14.0	4.0	4.0	0.0	nan	0.0	0.0	22941.0	43454.0
Sgr-CMvi_023-Ex1-cssl.clmp.fp2_r2_screen	836.0	68.0	218.0	43.0	26.0	27.0	7.0	1.0	0.0	nan	0.0	0.0	22975.0	43454.0
Sgr-CMvi_024-Ex1-cssl.clmp.fp2_r1_screen	13527.0	882.0	3799.0	873.0	283.0	162.0	119.0	45.0	3.0	nan	0.0	0.0	306094.0	504665.0
Sgr-CMvi_024-Ex1-cssl.clmp.fp2_r2_screen	13467.0	1072.0	3623.0	689.0	306.0	213.0	248.0	48.0	2.0	nan	0.0	0.0	306036.0	504748.0
Sgr-CMvi_025-Ex1-cssl.clmp.fp2_r1_screen	16335.0	1101.0	314.0	981.0	676.0	227.0	144.0	53.0	0.0	nan	0.0	0.0	339480.0	631617.0
